Cluster,Num_Bases,Top_States,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,rain,snowfall,weather_code,cloud_cover,pressure_msl,surface_pressure,wind_speed_10m,wind_direction_10m,wind_gusts_10m,temperature_2m_max_7d_avg,temperature_2m_min_7d_avg,temperature_2m_mean_7d_avg,apparent_temperature_max_7d_avg,apparent_temperature_min_7d_avg,precipitation_sum_7d_avg,rain_sum_7d_avg,snowfall_sum_7d_avg,wind_speed_10m_max_7d_avg,wind_gusts_10m_max_7d_avg,sunshine_duration_7d_avg,uv_index_max_7d_avg,shortwave_radiation_sum_7d_avg,precipitation_hours_7d_avg,et0_fao_evapotranspiration_7d_avg
0,44,,55.81363636363637,54.40909090909091,50.82954545454545,0.0,0.0,0.0,0.4772727272727273,16.568181818181817,1018.2340909090908,950.2477272727273,8.504545454545456,233.4318181818182,16.027272727272727,65.45746753246755,44.795454545454554,54.34383116883118,59.408116883116875,38.4185064935065,0.29470779220779214,0.18506493506493504,0.030162337662337668,21.252597402597402,33.29480519480519,36401.858928571426,5.292207792207792,17.769999999999996,0.4188311688311688,3.675649350649351
1,101,,42.180198019801985,80.06930693069307,36.26633663366337,0.019801980198019802,0.016831683168316833,0.0006930693069306931,11.207920792079207,82.79207920792079,1022.6227722772277,991.8059405940595,11.71980198019802,153.12871287128712,22.58910891089109,53.80636492220651,39.30862800565771,46.251768033946256,48.35629420084865,32.62956152758133,3.250763790664781,2.3545403111739747,0.14524752475247524,22.78585572842999,44.09349363507779,23068.578967468176,3.420509193776521,10.309108910891092,4.772277227722772,1.6618387553041019
2,65,,67.34923076923077,74.15384615384616,65.84461538461538,0.013846153846153845,0.0,0.0,4.753846153846154,71.21538461538462,1019.1446153846153,1003.2523076923077,18.62769230769231,134.63076923076923,32.63692307692308,78.17142857142856,62.253846153846155,69.23538461538462,78.26527472527472,62.02857142857143,2.0511428571428576,0.6495164835164834,0.0,22.268571428571423,40.849230769230765,32125.308329670333,6.0,16.345560439560444,2.657142857142857,3.620373626373626
