OBJECTID,Site_Name,State,latitude,longitude,Operational_Status,Reporting_Component,Is_Joint_Base,timezone,current_time,current_temperature_2m,current_relative_humidity_2m,current_apparent_temperature,current_is_day,current_precipitation,current_rain,current_showers,current_snowfall,current_weather_code,current_cloud_cover,current_pressure_msl,current_surface_pressure,current_wind_speed_10m,current_wind_direction_10m,current_wind_gusts_10m,daily_temperature_2m_max_7day_avg,daily_temperature_2m_min_7day_avg,daily_temperature_2m_mean_7day_avg,daily_apparent_temperature_max_7day_avg,daily_apparent_temperature_min_7day_avg,daily_precipitation_sum_7day_avg,daily_rain_sum_7day_avg,daily_snowfall_sum_7day_avg,daily_wind_speed_10m_max_7day_avg,daily_wind_gusts_10m_max_7day_avg,daily_sunshine_duration_7day_avg,daily_uv_index_max_7day_avg,daily_shortwave_radiation_sum_7day_avg,daily_precipitation_hours_7day_avg,daily_et0_fao_evapotranspiration_7day_avg,Cluster
174,Aviano Air Base,,46.03138888888889,12.596944444444444,act,xlsx,,Europe/Rome,2026-03-03T17:00,53.3,86,52.1,1,0.0,0.0,0.0,0.0,80,100,1027.2,1013.4,3.7,331,11.2,58.98571428571428,43.771428571428565,50.6,55.65714285714286,40.05714285714286,0.0,0.0,0.0,7.9142857142857155,17.9,32303.65857142857,3.807142857142857,12.512857142857143,0.0,1.8714285714285714,1
175,Büchel Air Base,,50.17638888888889,7.057777777777778,act,xlsx,,Europe/Berlin,2026-03-03T17:00,56.2,66,52.8,1,0.0,0.0,0.0,0.0,0,0,1025.8,969.3,7.9,218,16.2,57.34285714285714,37.199999999999996,45.785714285714285,52.74285714285714,32.15714285714286,0.0,0.0,0.0,10.842857142857143,22.900000000000002,36300.61142857143,3.392857142857143,13.558571428571428,0.0,1.8057142857142858,0
176,Camp Darby,,43.63333333333333,10.316666666666666,act,xlsx,,Europe/Rome,2026-03-03T17:00,59.1,78,57.8,1,0.0,0.0,0.0,0.0,3,77,1025.5,1024.5,7.6,245,16.2,63.51428571428572,48.5,54.871428571428574,61.08571428571429,44.98571428571428,0.0,0.0,0.0,12.314285714285713,26.3,33031.71857142857,3.8999999999999995,13.594285714285714,0.0,2.1842857142857146,0
177,Camp Lemonnier,,11.543611111111112,43.14861111111111,act,xlsx,,Africa/Djibouti,2026-03-03T19:00,79.0,77,84.3,0,0.0,0.0,0.0,0.0,1,38,1010.9,1009.3,12.9,77,27.7,87.55714285714285,73.14285714285714,78.65714285714286,89.85714285714286,79.81428571428572,0.05714285714285715,0.0,0.0,24.74285714285714,41.300000000000004,39338.41571428572,7.521428571428571,20.291428571428572,0.42857142857142855,4.715714285714285,2
178,Camp Simba,,-2.165555555555556,8.681388888888888,act,xlsx,,Etc/GMT-1,2026-03-03T17:00,82.1,82,89.3,1,0.0,0.0,0.0,0.0,3,100,1008.5,1008.5,16.8,189,24.8,83.64285714285714,81.41428571428571,82.55714285714285,93.65714285714286,89.64285714285714,10.285714285714286,0.0,0.0,17.95714285714286,24.385714285714283,35648.91714285714,8.157142857142857,20.40142857142857,10.714285714285714,4.265714285714286,2
179,Câmpia Turzii (71st Air Base),,46.50333333333333,23.885277777777777,act,xlsx,,Europe/Bucharest,2026-03-03T18:00,51.9,38,45.6,1,0.0,0.0,0.0,0.0,0,0,1026.0,986.5,6.9,351,16.6,54.857142857142854,30.542857142857144,41.75714285714286,48.92857142857143,25.62857142857143,0.0,0.0,0.0,9.614285714285714,19.285714285714285,36378.188571428575,3.814285714285714,13.76,0.0,1.9085714285714286,0
180,Chabelley Airfield,,11.516666666666667,43.06666666666667,act,xlsx,,Africa/Djibouti,2026-03-03T19:00,78.2,77,83.0,0,0.0,0.0,0.0,0.0,1,38,1010.9,1000.8,12.9,77,27.7,86.72857142857143,72.25714285714285,77.81428571428572,88.61428571428571,78.5,0.05714285714285715,0.0,0.0,24.74285714285714,41.300000000000004,39338.41571428572,7.521428571428571,20.291428571428572,0.42857142857142855,4.659999999999999,2
181,Chièvres Air Base,,50.58583333333333,58.06388888888888,act,xlsx,,Asia/Aqtobe,2026-03-03T21:00,26.6,93,15.8,0,0.0,0.0,0.0,0.0,3,100,1016.9,962.3,22.9,196,32.8,28.24285714285714,21.17142857142857,25.042857142857144,17.6,11.357142857142858,1.7571428571428573,0.0,1.1199999999999999,27.314285714285713,40.9,13219.01,4.178571428571429,9.035714285714286,7.285714285714286,0.4985714285714286,1
182,Einsiedlerhof Air Station,,49.42833333333333,7.1175,act,xlsx,,Europe/Berlin,2026-03-03T17:00,58.6,67,57.3,1,0.0,0.0,0.0,0.0,0,0,1026.0,989.3,2.5,275,7.6,58.9,37.84285714285714,46.81428571428571,55.07142857142857,32.285714285714285,0.0,0.0,0.0,10.657142857142857,22.928571428571427,36526.671428571426,3.314285714285714,13.855714285714285,0.0,1.8742857142857143,0
183,Ghedi Air Base,,45.43111111111111,57.17111111111111,act,xlsx,,Asia/Aqtobe,2026-03-03T21:00,35.7,80,28.9,0,0.0,0.0,0.0,0.0,3,95,1021.3,1010.3,10.1,182,15.5,45.699999999999996,31.785714285714285,38.028571428571425,38.228571428571435,25.571428571428573,0.41428571428571426,0.2857142857142857,0.0,15.657142857142857,25.685714285714287,25551.197142857145,3.7357142857142853,11.209999999999999,2.2857142857142856,1.3,1
184,Incirlik Air Base,,37.00194444444445,35.42583333333333,act,xlsx,,Europe/Istanbul,2026-03-03T19:00,56.4,40,50.9,0,0.0,0.0,0.0,0.0,1,18,1021.5,1014.0,6.4,223,20.9,62.4,43.042857142857144,52.07142857142857,58.028571428571425,37.18571428571429,0.6,0.0,0.0,20.442857142857143,38.042857142857144,35610.71571428572,4.8500000000000005,17.509999999999998,1.1428571428571428,3.29,0
185,Izmir Air Station,,38.4575,27.17027777777778,act,xlsx,,Europe/Istanbul,2026-03-03T19:00,58.9,67,57.0,1,0.0,0.0,0.0,0.0,2,70,1023.3,1022.9,5.4,270,16.9,62.028571428571425,40.41428571428571,50.5,56.48571428571428,36.042857142857144,0.1142857142857143,0.08571428571428572,0.0,16.442857142857143,31.014285714285712,38247.43,5.071428571428571,18.034285714285712,0.2857142857142857,2.8871428571428575,0
186,Kleine Brogel Air Base,,51.16944444444445,5.091111111111111,act,xlsx,,Europe/Brussels,2026-03-03T17:00,62.2,56,59.7,1,0.0,0.0,0.0,0.0,0,0,1026.0,1021.9,5.8,321,11.2,62.81428571428571,40.971428571428575,50.214285714285715,60.228571428571435,36.57142857142857,0.0,0.0,0.0,9.128571428571428,19.02857142857143,34610.29,3.2214285714285715,12.491428571428571,0.0,1.7614285714285713,0
187,Lajes Field,,38.76166666666666,-27.09055555555556,act,xlsx,,Atlantic/Azores,2026-03-03T15:00,64.7,77,64.6,1,0.0,0.0,0.0,0.0,3,89,1026.1,1020.1,9.8,234,23.8,58.114285714285714,48.57142857142857,53.614285714285714,53.614285714285714,41.300000000000004,4.640000000000001,4.640000000000001,0.0,28.400000000000002,54.92857142857143,30626.91714285714,4.5285714285714285,14.001428571428571,2.4285714285714284,2.39,1
188,Łask Air Base,,51.55138888888889,76.31944444444444,act,xlsx,,Asia/Qyzylorda,2026-03-03T21:00,20.4,91,13.6,0,0.0,0.0,0.0,0.0,71,79,1025.6,1006.2,4.7,238,6.5,32.300000000000004,22.5,27.542857142857144,23.74285714285714,13.285714285714286,0.6285714285714287,0.21428571428571427,0.25,25.1,38.714285714285715,25918.077142857142,4.064285714285714,10.33,3.7142857142857144,0.8042857142857143,1
189,Morón Air Base,,37.17472222222222,-5.615833333333333,act,xlsx,,Europe/Madrid,2026-03-03T17:00,69.2,52,66.4,1,0.0,0.0,0.0,0.0,2,49,1008.1,998.4,12.0,49,28.1,61.042857142857144,47.6,53.98571428571428,58.65714285714286,44.457142857142856,4.485714285714286,2.628571428571429,0.0,15.114285714285714,30.5,26415.170000000002,3.557142857142857,12.862857142857141,6.428571428571429,2.012857142857143,1
190,NATO Air Base Geilenkirchen,,50.96083333333333,6.0425,act,xlsx,,Europe/Berlin,2026-03-03T17:00,63.5,52,60.7,1,0.0,0.0,0.0,0.0,0,0,1025.9,1016.1,6.1,346,14.0,63.228571428571435,40.67142857142857,50.800000000000004,59.857142857142854,36.22857142857143,0.0,0.0,0.0,11.37142857142857,21.885714285714283,36242.43,3.3000000000000003,13.04142857142857,0.0,1.9614285714285715,0
191,RAF Akrotiri,,34.583333333333336,32.983333333333334,act,xlsx,,Asia/Nicosia,2026-03-03T18:00,59.8,63,54.8,0,0.0,0.0,0.0,0.0,1,41,1022.5,1018.6,16.3,262,28.8,63.114285714285714,48.17142857142857,55.371428571428574,60.68571428571429,44.05714285714286,0.5285714285714286,0.0,0.0,17.085714285714285,30.857142857142858,37667.03428571428,5.6499999999999995,18.577142857142857,1.4285714285714286,3.0214285714285714,0
192,RAF Alconbury,,52.37083333333334,-27.00361111111112,act,xlsx,,Etc/GMT+2,2026-03-03T14:00,42.2,72,28.0,1,0.0,0.0,0.0,0.0,3,100,1009.3,1009.3,40.3,272,58.3,45.0,38.84285714285714,42.15714285714286,33.142857142857146,23.085714285714285,4.857142857142857,3.1757142857142857,0.84,56.857142857142854,79.72857142857143,12526.67,2.1785714285714284,5.798571428571428,14.714285714285714,1.55,1
193,RAF Barford St John,,52.00361111111111,-1.36,act,xlsx,,Europe/London,2026-03-03T16:00,52.5,73,47.9,1,0.0,0.0,0.0,0.0,3,99,1027.4,1013.0,11.5,82,22.0,51.5,39.57142857142857,45.68571428571429,47.01428571428572,34.857142857142854,0.5571428571428572,0.5142857142857143,0.0,15.528571428571428,28.657142857142855,16355.694285714288,1.9928571428571427,7.53,3.4285714285714284,1.002857142857143,1
194,RAF Croughton,,51.9875,-1.1861111111111111,act,xlsx,,Europe/London,2026-03-03T16:00,52.1,73,47.6,1,0.0,0.0,0.0,0.0,3,97,1027.4,1010.9,11.2,76,20.9,51.25714285714286,39.74285714285714,45.728571428571435,46.6,34.91428571428572,0.4714285714285714,0.3857142857142857,0.0,15.9,28.942857142857143,18335.072857142855,2.0571428571428574,7.877142857142857,2.142857142857143,1.0471428571428572,1
195,RAF Fairford,,51.68222222222222,-1.7899999999999998,act,xlsx,,Europe/London,2026-03-03T16:00,54.0,73,49.4,1,0.0,0.0,0.0,0.0,3,95,1026.9,1016.9,13.0,74,23.0,52.714285714285715,41.32857142857143,46.971428571428575,48.42857142857143,36.5,0.5571428571428572,0.4714285714285714,0.0,15.357142857142858,28.400000000000002,17826.981428571427,2.1714285714285713,7.868571428571428,3.0,1.0885714285714285,1
196,RAF Feltwell,,52.47944444444445,0.5191666666666667,act,xlsx,,Europe/London,2026-03-03T16:00,52.1,65,46.9,1,0.0,0.0,0.0,0.0,3,91,1028.4,1026.8,11.2,76,20.2,52.957142857142856,40.84285714285714,46.75714285714286,48.357142857142854,36.68571428571429,0.1285714285714286,0.1285714285714286,0.0,15.200000000000001,28.67142857142857,24958.280000000002,2.1214285714285714,8.648571428571428,1.2857142857142858,1.1885714285714286,1
197,RAF Lakenheath,,52.40833333333333,0.5566666666666668,act,xlsx,,Europe/London,2026-03-03T16:00,52.6,63,47.7,1,0.0,0.0,0.0,0.0,0,5,1028.3,1027.4,9.7,82,18.4,53.228571428571435,40.82857142857143,46.81428571428571,48.82857142857143,36.75714285714286,0.2571428571428572,0.2571428571428572,0.0,14.185714285714285,27.657142857142855,24952.079999999998,2.1142857142857143,8.70142857142857,1.2857142857142858,1.2028571428571428,1
198,RAF Menwith Hill,,54.007777777777775,-35.028055555555554,act,xlsx,,Etc/GMT+2,2026-03-03T14:00,30.7,73,12.3,1,0.1,0.0,0.0,0.0,85,100,1004.3,1004.3,51.0,254,79.6,39.67142857142857,32.2,35.214285714285715,22.814285714285713,13.799999999999999,5.857142857142857,2.085714285714286,0.08,63.614285714285714,97.62857142857142,22666.03142857143,2.335714285714286,8.055714285714286,18.714285714285715,1.4814285714285713,1
199,RAF Mildenhall,,52.365,0.4808333333333333,act,xlsx,,Europe/London,2026-03-03T16:00,53.1,62,47.6,1,0.0,0.0,0.0,0.0,2,58,1028.2,1027.3,12.2,78,22.7,53.67142857142857,40.92857142857143,47.07142857142857,49.05714285714286,36.957142857142856,0.17142857142857143,0.17142857142857143,0.0,15.642857142857142,28.97142857142857,24599.721428571425,2.142857142857143,8.777142857142858,1.2857142857142858,1.2042857142857142,1
200,RAF Molesworth,,52.379444444444445,-0.405,act,xlsx,,Europe/London,2026-03-03T16:00,51.6,72,47.0,1,0.0,0.0,0.0,0.0,3,100,1028.1,1019.2,10.4,56,19.1,52.0,39.614285714285714,45.91428571428571,47.44285714285714,34.857142857142854,0.3,0.3,0.0,14.814285714285715,26.87142857142857,17917.29,2.092857142857143,7.375714285714286,1.2857142857142858,1.0057142857142858,1
201,RAF Welford,,51.46833333333333,-1.403611111111111,act,xlsx,,Europe/London,2026-03-03T16:00,55.0,72,51.8,1,0.0,0.0,0.0,0.0,3,95,1026.7,1008.7,8.6,88,17.3,52.18571428571429,40.785714285714285,46.17142857142857,47.6,35.642857142857146,0.6,0.4714285714285715,0.0,14.714285714285714,27.057142857142857,20896.88857142857,2.307142857142857,8.401428571428571,3.0,1.1085714285714285,1
202,Ramstein Air Base,,49.443888888888885,10.126666666666669,act,xlsx,,Europe/Berlin,2026-03-03T17:00,54.3,59,51.0,1,0.0,0.0,0.0,0.0,1,45,1026.1,988.9,3.6,45,7.9,59.371428571428574,36.25714285714286,46.871428571428574,53.628571428571426,31.5,0.0,0.0,0.0,13.014285714285714,25.67142857142857,34795.82571428571,3.35,12.921428571428573,0.0,1.922857142857143,0
203,Spangdahlem Air Base,,49.97583333333333,6.697222222222223,act,xlsx,,Europe/Berlin,2026-03-03T17:00,59.8,56,57.3,1,0.0,0.0,0.0,0.0,0,0,1025.9,983.9,3.6,257,12.6,60.771428571428565,38.57142857142857,48.08571428571429,56.75714285714286,33.65714285714286,0.0,0.0,0.0,9.985714285714286,23.314285714285713,36307.24,3.2357142857142853,13.575714285714286,0.0,1.9442857142857142,0
204,Stavanger,,58.9075,5.721666666666667,act,xlsx,,Europe/Oslo,2026-03-03T17:00,44.2,83,36.6,1,0.0,0.0,0.0,0.0,3,100,1024.0,1015.2,19.4,271,39.2,46.68571428571429,35.75714285714286,40.714285714285715,40.271428571428565,29.25714285714286,1.9857142857142858,1.5142857142857145,0.0,17.47142857142857,35.51428571428571,22624.27142857143,1.5785714285714287,6.297142857142857,3.142857142857143,0.7914285714285715,1
205,Volkel Air Base,,51.657222222222224,5.690833333333334,act,xlsx,,Europe/Amsterdam,2026-03-03T17:00,61.0,61,58.2,1,0.0,0.0,0.0,0.0,0,0,1026.2,1022.9,8.3,344,14.8,61.042857142857144,39.15714285714286,48.74285714285714,58.371428571428574,34.371428571428574,0.0,0.0,0.0,10.671428571428573,20.97142857142857,34771.34428571429,3.185714285714286,12.032857142857143,0.0,1.6342857142857141,0
206,Abdullah Al Mubarak Air Base (Cargo City),,29.226666666666667,47.98,act,xlsx,,Asia/Kuwait,2026-03-03T19:00,64.9,18,56.8,0,0.0,0.0,0.0,0.0,2,57,1016.7,1010.9,10.7,315,23.0,74.64285714285714,53.728571428571435,63.371428571428574,68.57142857142857,48.08571428571429,0.0,0.0,0.0,18.02857142857143,32.614285714285714,37728.5,5.871428571428572,20.31714285714286,0.0,4.817142857142857,0
207,Al Dhafra Air Base,,24.24805555555556,54.5475,act,xlsx,,Asia/Dubai,2026-03-03T20:00,81.2,49,82.3,0,0.0,0.0,0.0,0.0,1,36,1010.1,1007.8,8.9,14,18.4,81.25714285714285,71.64285714285714,75.52857142857144,80.94285714285715,71.55714285714285,0.1285714285714286,0.0,0.0,21.2,32.8,35214.83857142857,7.114285714285714,18.68,0.8571428571428571,4.685714285714286,2
208,Al Udeid Air Base,,25.11722222222222,51.31472222222222,act,xlsx,,Asia/Qatar,2026-03-03T19:00,66.9,75,63.0,0,0.0,0.0,0.0,0.0,3,100,1013.2,1009.1,26.3,347,40.3,75.32857142857142,62.128571428571426,68.0,72.58571428571429,59.0,0.7428571428571429,0.2714285714285714,0.0,24.842857142857145,38.65714285714286,31439.618571428575,6.585714285714286,17.934285714285714,2.0,4.1257142857142854,2
209,Muwaffaq Salti Air Base,,31.834166666666665,36.78722222222222,act,xlsx,,Asia/Amman,2026-03-03T19:00,60.4,20,52.9,0,0.0,0.0,0.0,0.0,0,0,1020.4,960.2,7.9,317,11.9,63.15714285714286,43.91428571428571,53.08571428571429,55.68571428571429,38.51428571428572,0.42857142857142855,0.34285714285714286,0.0,23.12857142857143,37.857142857142854,37524.10571428571,5.8428571428571425,18.485714285714288,0.8571428571428571,3.5357142857142856,0
210,Prince Sultan Air Base,,24.05527777777778,47.56361111111111,act,xlsx,,Asia/Riyadh,2026-03-03T19:00,54.8,76,49.3,0,0.2,0.0,0.2,0.0,80,79,1016.3,958.0,18.4,360,28.8,73.31428571428572,56.54285714285714,64.94285714285715,66.52857142857142,52.55714285714286,0.8285714285714285,0.0,0.0,21.271428571428572,33.371428571428574,36451.135714285716,6.6499999999999995,18.767142857142858,2.2857142857142856,4.815714285714286,2
