OBJECTID,Site_Name,State,latitude,longitude,Operational_Status,Reporting_Component,Is_Joint_Base,timezone,current_time,current_temperature_2m,current_relative_humidity_2m,current_apparent_temperature,current_is_day,current_precipitation,current_rain,current_showers,current_snowfall,current_weather_code,current_cloud_cover,current_pressure_msl,current_surface_pressure,current_wind_speed_10m,current_wind_direction_10m,current_wind_gusts_10m,daily_temperature_2m_max_7day_avg,daily_temperature_2m_min_7day_avg,daily_temperature_2m_mean_7day_avg,daily_apparent_temperature_max_7day_avg,daily_apparent_temperature_min_7day_avg,daily_precipitation_sum_7day_avg,daily_rain_sum_7day_avg,daily_snowfall_sum_7day_avg,daily_wind_speed_10m_max_7day_avg,daily_wind_gusts_10m_max_7day_avg,daily_sunshine_duration_7day_avg,daily_uv_index_max_7day_avg,daily_shortwave_radiation_sum_7day_avg,daily_precipitation_hours_7day_avg,daily_et0_fao_evapotranspiration_7day_avg,Cluster
55,Tinker Air Force Base,,35.414722222222224,-97.38666666666668,act,xlsx,,America/Chicago,2026-03-03T10:00,69.0,64,61.4,1,0.0,0.0,0.0,0.0,0,4,1010.5,966.5,37.0,193,61.2,71.22857142857143,52.714285714285715,61.771428571428565,67.92857142857143,46.728571428571435,1.842857142857143,0.15714285714285717,0.0,34.04285714285714,57.08571428571429,25764.66857142857,4.985714285714286,13.005714285714287,2.4285714285714284,3.2142857142857144,2
56,Tonopah Test Range Airport,,37.79472222222222,-116.7786111111111,act,xlsx,,America/Los_Angeles,2026-03-03T08:00,39.7,52,31.3,1,0.0,0.0,0.0,0.0,0,0,1020.1,832.7,13.2,334,18.0,54.699999999999996,34.32857142857143,44.028571428571425,44.785714285714285,24.02857142857143,0.04285714285714286,0.0,0.02,27.414285714285715,38.357142857142854,37575.16571428572,5.571428571428571,19.525714285714287,0.14285714285714285,3.6799999999999997,0
57,Travis Air Force Base,,38.26277777777778,-121.9275,act,xlsx,,America/Los_Angeles,2026-03-03T08:00,49.6,96,48.1,1,0.0,0.0,0.0,0.0,0,17,1020.2,1018.5,4.4,235,15.1,66.55714285714285,46.15714285714286,55.08571428571429,61.642857142857146,40.114285714285714,0.0,0.0,0.0,26.228571428571428,38.199999999999996,37567.51142857143,5.421428571428572,19.06142857142857,0.0,3.4814285714285718,0
58,Tyndall Air Force Base,,30.078611111111112,-85.57638888888889,act,xlsx,,America/Chicago,2026-03-03T10:00,70.4,75,71.6,1,0.0,0.0,0.0,0.0,1,21,1024.5,1023.7,15.4,106,24.8,78.48571428571428,62.34285714285715,69.15714285714286,80.81428571428572,62.857142857142854,0.0,0.0,0.0,18.842857142857145,27.67142857142857,37886.71428571428,6.707142857142857,20.110000000000003,0.0,3.7714285714285714,2
59,United States Air Force Academy,,38.99027777777778,-104.85833333333332,act,xlsx,,America/Denver,2026-03-03T09:00,44.6,68,34.0,1,0.0,0.0,0.0,0.0,0,6,1014.0,795.8,27.4,357,34.2,55.24285714285714,33.042857142857144,43.17142857142857,47.48571428571428,24.771428571428572,2.3385714285714285,1.7314285714285715,0.4242857142857143,22.0,38.1,34440.14,5.964285714285714,18.505714285714284,1.7142857142857142,3.2528571428571427,0
60,Vance Air Force Base,,36.339444444444446,-97.91722222222222,act,xlsx,,America/Chicago,2026-03-03T10:00,59.4,81,55.7,1,0.0,0.0,0.0,0.0,3,100,1009.9,964.5,18.4,219,37.8,70.22857142857143,48.114285714285714,58.300000000000004,65.55714285714285,41.41428571428571,0.8428571428571429,0.1142857142857143,0.0,31.114285714285717,56.72857142857142,30175.19428571429,4.964285714285714,14.049999999999999,2.0,3.27,2
61,Whiteman Air Force Base,,38.73027777777778,-93.54805555555556,act,xlsx,,America/Chicago,2026-03-03T10:00,44.1,98,39.3,1,0.0,0.0,0.0,0.0,3,100,1015.0,984.1,12.0,106,20.5,64.8,47.371428571428574,54.94285714285714,61.699999999999996,41.65714285714286,1.592857142857143,0.7357142857142857,0.0,25.228571428571428,50.4,25109.489999999998,3.792857142857143,12.817142857142857,4.714285714285714,2.3042857142857143,1
62,Wright-Patterson Air Force Base,,39.82305555555556,-84.04944444444445,act,xlsx,,America/New_York,2026-03-03T11:00,45.8,85,41.0,1,0.0,0.0,0.0,0.0,3,100,1020.3,990.4,10.6,204,31.3,61.785714285714285,46.857142857142854,54.471428571428575,58.15714285714285,42.885714285714286,6.9399999999999995,5.914285714285714,0.0,22.3,47.65714285714286,18208.90142857143,2.9714285714285715,7.6085714285714285,8.142857142857142,1.4171428571428575,1
63,Abston Air National Guard Station,,32.35611111111111,-86.34666666666666,act,xlsx,,America/Chicago,2026-03-03T10:00,63.9,81,61.8,1,0.0,0.0,0.0,0.0,3,100,1024.9,1018.8,17.7,117,31.7,80.89999999999999,61.02857142857143,69.77142857142857,81.77142857142857,61.84285714285714,1.2571428571428573,0.0,0.0,15.457142857142857,33.17142857142857,31058.375714285714,6.135714285714286,15.934285714285716,2.7142857142857144,3.4499999999999997,2
64,Atlantic City Air National Guard Base,,39.44805555555556,-74.58166666666666,act,xlsx,,America/New_York,2026-03-03T11:00,40.7,94,34.8,1,0.0,0.0,0.0,0.0,3,100,1031.2,1029.3,12.6,85,25.6,57.15714285714286,40.385714285714286,48.614285714285714,54.89999999999999,34.642857142857146,2.5214285714285714,1.4642857142857142,0.0,17.685714285714287,48.18571428571429,21651.850000000002,3.564285714285714,8.459999999999999,5.285714285714286,1.2514285714285713,1
65,Bangor Air National Guard Base,,44.814166666666665,-68.83083333333333,act,xlsx,,America/New_York,2026-03-03T11:00,33.0,37,22.0,1,0.0,0.0,0.0,0.0,0,2,1033.2,1025.8,21.6,195,40.3,43.1,22.614285714285717,32.8,35.785714285714285,15.542857142857143,2.611428571428571,1.1928571428571428,0.992857142857143,19.099999999999998,48.6,26976.609999999997,3.664285714285714,11.471428571428572,3.5714285714285716,1.2100000000000002,1
66,Barnes Air National Guard Base,,42.16555555555556,-72.72055555555556,act,xlsx,,America/New_York,2026-03-03T11:00,27.4,62,20.9,1,0.0,0.0,0.0,0.0,3,100,1033.4,1023.2,3.3,139,18.0,44.971428571428575,29.557142857142857,37.028571428571425,40.68571428571429,23.514285714285712,6.392857142857143,5.45,0.53,12.471428571428572,34.971428571428575,17125.154285714285,2.7785714285714285,9.209999999999999,7.285714285714286,1.1342857142857143,1
67,Battle Creek Air National Guard Base,,42.30722222222222,-3.420833333333334,act,xlsx,,Europe/Madrid,2026-03-03T17:00,53.4,62,49.6,1,0.0,0.0,0.0,0.0,1,36,1016.7,898.3,10.5,68,26.3,51.300000000000004,37.785714285714285,43.82857142857143,47.05714285714286,32.92857142857143,3.25,2.6957142857142857,0.0,12.428571428571429,29.0,27043.152857142857,3.6,11.251428571428573,8.0,1.5371428571428571,1
68,Berry Field Air National Guard Base,,36.126666666666665,-86.68194444444445,act,xlsx,,America/Chicago,2026-03-03T10:00,62.9,71,58.4,1,0.0,0.0,0.0,0.0,2,56,1022.0,1001.2,21.0,185,45.4,74.14285714285714,59.08571428571429,65.71428571428571,72.71428571428571,58.18571428571429,1.9285714285714286,1.4000000000000001,0.0,20.057142857142857,51.199999999999996,28262.54142857143,4.292857142857143,10.845714285714285,1.1428571428571428,2.5300000000000002,2
69,Biddle Air National Guard Base,,40.19972222222222,-75.14805555555556,act,xlsx,,America/New_York,2026-03-03T11:00,33.8,96,27.5,1,0.1,0.1,0.0,0.0,51,100,1031.8,1018.8,9.6,77,28.4,55.371428571428574,40.1,47.07142857142857,53.285714285714285,34.614285714285714,4.045714285714285,3.174285714285714,0.06999999999999999,14.985714285714286,40.728571428571435,20976.948571428573,2.792857142857143,8.938571428571429,5.285714285714286,1.3342857142857143,1
70,Bradley Air National Guard Base,,41.93888888888888,-72.68333333333334,act,xlsx,,America/New_York,2026-03-03T11:00,27.6,78,22.2,1,0.0,0.0,0.0,0.0,3,100,1033.8,1027.2,1.1,90,15.8,44.65714285714286,30.428571428571427,37.17142857142857,40.1,24.7,5.361428571428571,4.704285714285715,0.35000000000000003,11.328571428571427,35.74285714285714,15382.124285714284,2.7142857142857144,8.852857142857143,6.285714285714286,1.1371428571428572,1
71,Brunswick Air National Guard Station,,31.2475,-10.358055555555556,act,xlsx,,Etc/GMT+1,2026-03-03T15:00,54.9,84,48.9,1,0.7,0.0,0.7,0.0,95,100,1010.2,1010.2,22.9,254,32.0,60.528571428571425,57.58571428571429,59.0,54.44285714285714,47.67142857142857,3.2142857142857144,0.0,0.0,41.81428571428571,59.5,35756.83571428571,6.3,18.298571428571428,6.285714285714286,3.1271428571428572,2
72,Burlington Air National Guard Base,,44.47277777777778,-73.14666666666668,act,xlsx,,America/New_York,2026-03-03T11:00,33.3,58,22.4,1,0.0,0.0,0.0,0.0,3,95,1030.0,1017.1,23.7,171,43.6,42.18571428571429,27.557142857142857,35.214285714285715,35.0,20.214285714285715,3.64,2.9714285714285715,0.4471428571428571,21.157142857142855,42.271428571428565,27706.420000000002,3.685714285714286,11.332857142857142,3.5714285714285716,1.2142857142857142,1
73,Camp Murray Air National Guard Station,,47.11805555555556,-122.56,act,xlsx,,America/Los_Angeles,2026-03-03T08:00,46.5,87,41.8,1,0.0,0.0,0.0,0.0,3,100,1017.9,1007.9,11.2,230,23.0,51.75714285714286,41.92857142857143,46.871428571428574,46.57142857142857,36.54285714285714,0.7571428571428571,0.6571428571428571,0.0,16.4,37.5,13870.442857142858,2.2714285714285714,5.9,1.8571428571428572,1.0257142857142856,1
74,Camp Rilea,,46.12916666666667,-123.94388888888888,act,xlsx,,America/Los_Angeles,2026-03-03T08:00,49.2,96,43.4,1,0.0,0.0,0.0,0.0,3,100,1018.2,1015.3,20.2,221,37.8,49.528571428571425,45.01428571428571,47.55714285714286,45.5,38.971428571428575,3.182857142857143,2.575714285714286,0.0,20.885714285714283,30.699999999999996,11507.864285714284,1.9857142857142858,4.732857142857142,10.0,0.7814285714285714,1
75,Capital Airport Air National Guard Station,,39.844166666666666,-89.67805555555556,act,xlsx,,America/Chicago,2026-03-03T10:00,39.5,98,34.8,1,0.1,0.1,0.0,0.0,51,100,1018.1,996.1,7.7,143,16.2,62.628571428571426,46.08571428571429,54.285714285714285,58.3,41.385714285714286,11.19,8.864285714285714,0.0,23.814285714285713,45.457142857142856,25763.268571428573,3.6285714285714286,11.36,5.714285714285714,2.1157142857142857,1
76,Channel Islands Air National Guard Station,,34.115,-119.11027777777775,act,xlsx,,America/Los_Angeles,2026-03-03T08:00,57.8,90,55.7,1,0.0,0.0,0.0,0.0,0,4,1016.7,1016.3,14.1,148,22.3,68.9,52.15714285714286,59.542857142857144,65.68571428571428,45.74285714285714,0.21428571428571427,0.04285714285714286,0.0,28.428571428571427,39.271428571428565,37090.33,5.778571428571429,19.782857142857146,0.8571428571428571,4.188571428571429,0
77,Charlotte Air National Guard Base,,35.21611111111111,-80.93194444444445,act,xlsx,,America/New_York,2026-03-03T11:00,45.1,88,41.4,1,0.0,0.0,0.0,0.0,3,100,1030.1,1002.4,6.3,31,6.8,75.28571428571429,54.285714285714285,63.285714285714285,74.65714285714286,53.24285714285714,0.07142857142857142,0.0,0.0,15.385714285714286,36.81428571428571,31289.375714285714,5.428571428571429,15.704285714285714,0.14285714285714285,3.0357142857142856,2
78,Dallas Air Guard Station,,32.74,-96.97,act,xlsx,,America/Chicago,2026-03-03T10:00,71.5,73,69.1,1,0.0,0.0,0.0,0.0,3,100,1014.2,997.1,25.8,195,45.4,76.78571428571429,64.71428571428571,69.91428571428571,78.05714285714285,64.05714285714285,18.354285714285712,11.585714285714285,0.0,23.400000000000002,49.357142857142854,19868.97428571429,3.9642857142857144,10.055714285714286,7.285714285714286,2.6485714285714286,2
79,Des Moines Air National Guard Base,,41.53833333333333,-93.65944444444445,act,xlsx,,America/Chicago,2026-03-03T10:00,40.8,87,36.1,1,0.0,0.0,0.0,0.0,3,100,1017.7,982.3,6.8,148,12.2,59.5,40.699999999999996,49.67142857142857,52.142857142857146,33.51428571428571,1.457142857142857,0.3,0.0,25.02857142857143,49.41428571428572,24406.705714285716,3.8642857142857143,11.704285714285716,2.2857142857142856,2.41,1
80,Dobbins Air Reserve Base,,33.915277777777774,-84.51638888888888,act,xlsx,,America/New_York,2026-03-03T11:00,51.3,91,46.6,1,0.0,0.0,0.0,0.0,3,100,1026.6,989.0,16.6,103,30.2,75.78571428571429,57.58571428571429,65.22857142857143,75.44285714285715,56.25714285714286,2.8142857142857145,1.157142857142857,0.0,16.5,32.042857142857144,30016.38142857143,5.871428571428572,15.454285714285714,5.285714285714286,3.09,2
81,Duke Field,,30.650277777777777,-86.52277777777778,act,xlsx,,America/Chicago,2026-03-03T10:00,70.6,69,70.1,1,0.0,0.0,0.0,0.0,0,12,1024.3,1017.4,16.3,137,30.2,79.65714285714286,60.5,68.58571428571429,81.55714285714285,61.728571428571435,0.0,0.0,0.0,18.485714285714288,28.742857142857144,38675.45285714285,6.571428571428571,20.047142857142855,0.0,3.8114285714285714,2
82,Duluth Air National Guard Base,,46.84222222222223,-92.19361111111112,act,xlsx,,America/Chicago,2026-03-03T10:00,33.5,97,26.9,1,0.0,0.0,0.0,0.0,3,100,1018.2,965.2,11.0,229,25.9,42.457142857142856,28.67142857142857,34.714285714285715,34.67142857142857,18.17142857142857,2.0142857142857142,1.6714285714285715,0.04,26.285714285714285,55.857142857142854,18733.62142857143,3.0285714285714285,7.642857142857143,3.0,0.8428571428571429,1
83,Eastern Air Defense Sector,,43.21638888888889,-9.256666666666666,act,xlsx,,Europe/Madrid,2026-03-03T17:00,62.5,66,60.4,1,0.0,0.0,0.0,0.0,0,2,1016.3,1016.3,9.1,9,20.2,57.199999999999996,49.785714285714285,52.9,53.971428571428575,43.5,4.557142857142857,3.885714285714286,0.0,22.342857142857145,43.34285714285714,19873.164285714283,3.3785714285714286,9.478571428571428,7.857142857142857,1.7871428571428571,1
84,Ebbing Air National Guard Base,,35.336666666666666,-94.3675,act,xlsx,,America/Chicago,2026-03-03T10:00,63.8,78,65.1,1,0.0,0.0,0.0,0.0,3,100,1015.2,999.3,3.6,84,29.2,73.57142857142857,58.199999999999996,65.38571428571429,74.12857142857142,57.128571428571426,7.590000000000001,3.685714285714286,0.0,19.157142857142855,41.05714285714286,21051.06857142857,3.0785714285714287,8.915714285714285,4.428571428571429,1.9714285714285715,2
85,Ellington Field Joint Reserve Base,,29.607222222222223,-95.1588888888889,act,xlsx,,America/Chicago,2026-03-03T10:00,76.3,73,77.2,1,0.0,0.0,0.0,0.0,1,27,1019.0,1017.9,21.2,165,33.1,80.88571428571429,68.2,73.0,83.04285714285713,70.97142857142858,0.2642857142857143,0.2642857142857143,0.0,21.74285714285714,41.92857142857143,32567.67714285714,6.642857142857143,17.427142857142858,0.7142857142857143,3.5214285714285714,2
86,Fargo Air National Guard Base,,46.92055555555555,-96.81583333333332,act,xlsx,,America/Chicago,2026-03-03T10:00,36.0,87,30.5,1,0.0,0.0,0.0,0.0,3,100,1017.9,984.2,6.5,273,10.4,46.385714285714286,26.842857142857145,35.48571428571429,38.871428571428574,17.0,3.1999999999999997,1.2285714285714284,1.2099999999999997,31.62857142857143,58.15714285714286,25288.29,3.6571428571428575,10.778571428571428,3.5714285714285716,1.0585714285714285,1
87,Forbes Field Air National Guard Base,,38.95111111111111,-95.66583333333334,act,xlsx,,America/Chicago,2026-03-03T10:00,42.9,100,39.7,1,0.0,0.0,0.0,0.0,45,100,1014.0,975.2,5.4,90,15.8,61.25714285714286,44.67142857142857,53.199999999999996,55.128571428571426,37.9,2.457142857142857,0.18571428571428572,0.0,27.2,50.300000000000004,24731.02571428571,3.4285714285714284,12.081428571428571,2.857142857142857,2.434285714285714,1
88,Fort Bliss,,31.801944444444445,-106.42472222222224,act,xlsx,,America/Denver,2026-03-03T09:00,70.4,16,63.9,1,0.0,0.0,0.0,0.0,0,0,1012.4,884.0,5.2,254,19.1,74.97142857142856,54.42857142857143,64.82857142857144,66.32857142857144,47.94285714285714,0.0,0.0,0.0,27.37142857142857,40.300000000000004,38575.874285714286,6.7,21.262857142857143,0.0,5.8100000000000005,0
89,Fort Dodge Air National Guard Station,,42.55055555555556,-6.569444444444445,act,xlsx,,Europe/Madrid,2026-03-03T17:00,62.7,40,56.0,1,0.0,0.0,0.0,0.0,1,18,1015.0,946.7,14.6,100,34.9,56.114285714285714,41.457142857142856,47.84285714285714,51.82857142857143,37.357142857142854,5.757142857142857,5.214285714285714,0.0,11.728571428571428,25.714285714285715,23512.145714285714,3.642857142857143,10.922857142857142,6.571428571428571,1.75,1
90,Fort Wayne Air National Guard Base,,40.97833333333333,-85.19500000000001,act,xlsx,,America/Indiana/Indianapolis,2026-03-03T11:00,34.1,85,27.6,1,0.0,0.0,0.0,0.0,3,100,1019.1,988.9,9.1,72,11.2,61.44285714285714,41.48571428571428,51.285714285714285,55.68571428571429,36.01428571428571,4.042857142857143,2.9957142857142856,0.0,25.62857142857143,52.08571428571429,22372.17142857143,3.2285714285714286,10.108571428571429,4.571428571428571,1.8157142857142858,1
91,Naval Air Station Joint Reserve Base Fort Worth,,32.76916666666666,-97.44166666666668,act,xlsx,,America/Chicago,2026-03-03T10:00,70.5,75,68.7,1,0.0,0.0,0.0,0.0,3,100,1013.3,990.9,23.1,191,45.7,76.08571428571429,62.75714285714286,68.8,76.25714285714285,61.471428571428575,7.828571428571428,4.1,0.0,28.3,54.05714285714286,17529.002857142856,3.75,9.198571428571428,6.0,2.59,2
92,Francis S. Gabreski Air National Guard Base,,40.83694444444445,-72.64222222222223,act,xlsx,,America/New_York,2026-03-03T11:00,32.5,80,24.7,1,0.0,0.0,0.0,0.0,3,100,1034.5,1032.8,12.6,85,27.7,44.32857142857143,34.028571428571425,39.41428571428571,38.528571428571425,26.37142857142857,5.564285714285714,5.107142857142857,0.09,22.657142857142855,44.84285714285714,18147.932857142856,3.0785714285714287,8.147142857142857,7.142857142857143,0.9414285714285714,1
93,Fresno Air National Guard Base,,36.77611111111111,-119.73055555555555,act,xlsx,,America/Los_Angeles,2026-03-03T08:00,50.4,92,48.5,1,0.0,0.0,0.0,0.0,0,10,1019.4,1007.2,5.4,352,10.8,69.21428571428571,49.042857142857144,58.614285714285714,64.9,43.785714285714285,0.014285714285714287,0.0,0.0,16.185714285714287,29.985714285714288,37503.397142857146,5.6499999999999995,19.60571428571429,0.14285714285714285,3.7842857142857147,0
94,General Mitchell Air National Guard Base,,42.947222222222216,-87.89666666666668,act,xlsx,,America/Chicago,2026-03-03T10:00,37.4,71,31.2,1,0.0,0.0,0.0,0.0,1,49,1020.0,994.8,7.2,162,11.2,52.628571428571426,35.74285714285715,43.68571428571429,45.028571428571425,28.542857142857144,1.9357142857142857,1.7214285714285715,0.0,27.3,48.74285714285714,23472.44,3.1357142857142857,11.142857142857142,2.7142857142857144,1.8085714285714285,1
95,Gowen Field Air National Guard Base,,43.56444444444444,-116.22277777777778,act,xlsx,,America/Boise,2026-03-03T09:00,40.4,91,35.9,1,0.0,0.0,0.0,0.0,0,6,1021.0,918.7,6.5,161,13.0,54.971428571428575,37.67142857142857,45.58571428571428,47.142857142857146,29.842857142857145,3.282857142857143,3.082857142857143,0.13999999999999999,23.114285714285717,33.74285714285714,31950.345714285715,4.228571428571429,14.974285714285713,0.8571428571428571,2.4757142857142855,1
96,Great Falls Air National Guard Base,,47.48194444444445,-21.85611111111111,act,xlsx,,Etc/GMT+1,2026-03-03T15:00,53.1,92,39.7,1,0.2,0.2,0.0,0.0,53,100,1014.9,1014.9,51.8,185,72.4,52.9,46.57142857142857,49.67142857142857,42.17142857142857,31.728571428571428,7.028571428571429,5.057142857142857,0.09,53.67142857142857,74.15714285714286,13224.401428571427,1.9642857142857142,7.822857142857143,11.714285714285714,2.072857142857143,1
97,Greeley Air National Guard Station,,40.42361111111111,-9.74388888888889,act,xlsx,,Etc/GMT+1,2026-03-03T15:00,58.6,82,55.5,1,0.0,0.0,0.0,0.0,0,3,1014.1,1014.1,15.7,9,21.6,56.642857142857146,53.68571428571429,55.32857142857143,50.300000000000004,42.199999999999996,5.185714285714285,3.357142857142857,0.0,43.642857142857146,61.9,22368.5,4.264285714285714,10.827142857142858,6.857142857142857,2.1928571428571426,1
98,Grissom Air Reserve Base,,40.64805555555556,-86.15222222222222,act,xlsx,,America/Indiana/Indianapolis,2026-03-03T11:00,36.2,92,29.6,1,0.0,0.0,0.0,0.0,3,100,1019.2,988.9,11.6,120,20.9,60.9,43.199999999999996,52.32857142857143,55.042857142857144,37.785714285714285,6.402857142857143,4.8100000000000005,0.0,27.042857142857144,54.357142857142854,20685.16285714286,3.3000000000000003,9.608571428571429,5.142857142857143,1.7757142857142856,1
99,Goldwater Air National Guard Base,,33.42666666666666,-112.01194444444444,act,xlsx,,America/Phoenix,2026-03-03T09:00,68.3,25,63.9,1,0.0,0.0,0.0,0.0,0,0,1012.6,973.7,1.8,143,10.1,80.0,60.628571428571426,70.11428571428571,74.31428571428572,54.41428571428571,0.0,0.0,0.0,20.542857142857144,26.642857142857142,38749.24428571429,6.1499999999999995,20.57857142857143,0.0,5.63,0
100,Gulfport Combat Readiness Training Center,,30.40722222222222,-89.07,act,xlsx,,America/Chicago,2026-03-03T10:00,67.2,92,68.3,1,0.0,0.0,0.0,0.0,3,100,1023.0,1022.3,16.4,119,33.1,76.42857142857143,64.9,70.2,79.57142857142857,67.48571428571428,0.07142857142857142,0.0,0.0,16.62857142857143,31.428571428571427,34709.53428571428,6.535714285714286,19.00142857142857,0.42857142857142855,3.3957142857142855,2
101,Hall Air Guard Station,,31.329444444444444,-8.424166666666666,act,xlsx,,Africa/Casablanca,2026-03-03T16:00,53.9,44,44.9,1,0.0,0.0,0.0,0.0,2,64,1007.4,921.4,20.2,286,35.3,57.728571428571435,43.91428571428571,50.285714285714285,53.385714285714286,39.199999999999996,1.957142857142857,1.5714285714285714,0.0,16.071428571428573,28.985714285714288,35036.28142857143,5.714285714285714,16.46,2.2857142857142856,2.448571428571429,0
102,Hancock Field Air National Guard Base,,43.11138888888889,-76.1236111111111,act,xlsx,,America/New_York,2026-03-03T11:00,37.5,71,30.1,1,0.0,0.0,0.0,0.0,3,100,1027.3,1011.2,12.0,164,25.2,47.74285714285714,33.2,41.028571428571425,42.44285714285714,25.942857142857143,4.378571428571428,3.65,0.0,21.785714285714285,44.44285714285714,19203.97428571429,3.3,8.622857142857143,6.714285714285714,1.302857142857143,1
103,Harrisburg Air Station Middletown,,40.19361111111111,-76.76333333333334,act,xlsx,,America/New_York,2026-03-03T11:00,32.4,96,26.6,1,0.0,0.0,0.0,0.0,3,100,1031.0,1019.5,7.4,129,19.8,60.84285714285714,42.228571428571435,50.4,59.214285714285715,37.114285714285714,3.66,1.8642857142857143,0.08,17.2,40.65714285714286,22376.052857142855,3.25,9.528571428571428,6.285714285714286,1.4985714285714287,1
104,Homestead Air Reserve Base,,25.488333333333333,-80.38361111111112,act,xlsx,,America/New_York,2026-03-03T11:00,79.2,73,82.9,1,0.0,0.0,0.0,0.0,1,25,1022.0,1021.9,21.7,71,29.5,80.78571428571429,72.38571428571429,75.62857142857142,83.0,73.77142857142857,0.9857142857142858,0.0,0.0,26.3,36.214285714285715,39145.00428571429,7.121428571428572,20.114285714285717,2.4285714285714284,4.452857142857143,2
105,Hulman Field Air National Guard Base,,39.45138888888889,-87.30749999999999,act,xlsx,,America/Indiana/Indianapolis,2026-03-03T11:00,39.5,98,34.4,1,0.5,0.5,0.0,0.0,61,100,1018.9,997.3,9.5,61,10.8,63.199999999999996,47.942857142857136,55.785714285714285,59.614285714285714,43.98571428571428,14.224285714285713,12.471428571428572,0.0,24.32857142857143,50.300000000000004,21013.66857142857,3.3642857142857143,9.610000000000001,8.0,1.8314285714285714,1
106,Jackson Air National Guard Base,,32.31111111111111,-90.07583333333334,act,xlsx,,America/Chicago,2026-03-03T10:00,69.1,79,68.1,1,0.0,0.0,0.0,0.0,3,83,1021.3,1009.6,20.1,170,36.4,78.91428571428571,63.885714285714286,70.51428571428572,80.38571428571429,65.52857142857144,1.6714285714285713,0.05714285714285715,0.0,17.185714285714287,41.58571428571429,32287.88857142857,4.514285714285714,13.41,4.428571428571429,2.954285714285714,2
107,Jacksonville Air National Guard Base,,30.49416666666667,-81.68777777777778,act,xlsx,,America/New_York,2026-03-03T11:00,63.2,84,62.3,1,0.0,0.0,0.0,0.0,3,100,1026.1,1025.3,13.8,28,21.6,81.28571428571429,61.614285714285714,69.62857142857142,83.35714285714286,63.51428571428572,0.1285714285714286,0.05714285714285715,0.0,17.585714285714285,31.014285714285712,33089.95714285714,6.571428571428571,18.53,0.7142857142857143,3.8757142857142854,2
108,Jefferson Barracks Air National Guard Station,,38.50388888888889,-4.504444444444444,act,xlsx,,Europe/Madrid,2026-03-03T17:00,64.1,49,57.1,1,0.0,0.0,0.0,0.0,3,100,1009.7,937.2,21.3,84,45.0,55.857142857142854,42.65714285714286,48.800000000000004,51.42857142857143,38.214285714285715,3.1714285714285713,1.4428571428571428,0.0,15.928571428571429,33.74285714285714,26348.557142857142,3.9214285714285713,11.934285714285712,6.428571428571429,1.9557142857142857,1
109,Joe Foss Field Air National Guard Station,,43.581944444444446,-96.74194444444444,act,xlsx,,America/Chicago,2026-03-03T10:00,39.4,92,34.1,1,0.0,0.0,0.0,0.0,3,100,1016.6,964.2,9.0,113,11.2,59.17142857142857,37.385714285714286,47.58571428571429,51.31428571428571,28.75714285714286,1.1857142857142855,0.09999999999999999,0.01,28.357142857142858,57.68571428571429,24511.47428571429,4.321428571428571,11.474285714285713,2.5714285714285716,2.4385714285714286,1
110,Johnstown Air National Guard Station,,40.32305555555556,-6.313888888888889,act,xlsx,,Europe/Madrid,2026-03-03T17:00,62.8,50,59.2,1,0.0,0.0,0.0,0.0,1,21,1012.5,945.8,7.7,208,23.8,55.2,43.628571428571426,48.94285714285714,51.385714285714286,39.971428571428575,2.5285714285714285,1.9285714285714286,0.0,10.599999999999998,30.02857142857143,22029.601428571426,4.314285714285714,10.624285714285715,7.285714285714286,1.637142857142857,1
111,Key Field Air National Guard Base,,32.3325,-88.75194444444445,act,xlsx,,America/Chicago,2026-03-03T10:00,65.0,88,65.3,1,0.0,0.0,0.0,0.0,3,100,1022.2,1011.8,13.9,149,32.4,80.62857142857142,61.27142857142858,69.41428571428571,82.0,62.814285714285724,0.41428571428571426,0.0,0.0,13.957142857142857,33.642857142857146,27552.574285714283,5.957142857142857,13.777142857142858,1.5714285714285714,2.947142857142857,2
112,Kingsley Field Air National Guard Base,,42.15611111111111,-121.73305555555557,act,xlsx,,America/Los_Angeles,2026-03-03T08:00,30.6,100,25.8,1,0.0,0.0,0.0,0.0,45,100,1019.7,874.3,2.9,263,4.3,52.728571428571435,32.92857142857143,41.542857142857144,46.6,26.97142857142857,0.4642857142857143,0.4471428571428571,0.012857142857142859,16.82857142857143,24.32857142857143,35277.102857142854,4.9071428571428575,16.25857142857143,0.5714285714285714,2.1371428571428575,1
113,Lincoln Air National Guard Base,,40.85111111111111,-96.75916666666669,act,xlsx,,America/Chicago,2026-03-03T10:00,41.7,86,38.5,1,0.0,0.0,0.0,0.0,3,100,1015.6,972.0,1.1,108,2.5,64.3,43.0,53.214285714285715,56.642857142857146,34.27142857142857,0.8142857142857143,0.07142857142857142,0.0,28.057142857142857,54.15714285714286,27345.22857142857,5.142857142857143,14.505714285714285,1.1428571428571428,3.4471428571428575,1
114,Louisville Air National Guard Base,,38.17805555555555,-85.72472222222223,act,xlsx,,America/Kentucky/Louisville,2026-03-03T11:00,53.7,85,50.2,1,0.0,0.0,0.0,0.0,3,100,1019.4,1001.8,12.7,188,42.8,66.51428571428572,53.285714285714285,60.057142857142864,65.55714285714285,51.57142857142857,4.46,3.2714285714285714,0.0,20.042857142857144,48.75714285714286,20569.26142857143,3.342857142857143,8.555714285714286,6.142857142857143,1.5971428571428572,1
