OBJECTID,Site_Name,State,latitude,longitude,Operational_Status,Reporting_Component,Is_Joint_Base,date,daily_weather_code,daily_temperature_2m_max,daily_temperature_2m_min,daily_temperature_2m_mean,daily_apparent_temperature_max,daily_apparent_temperature_min,daily_apparent_temperature_mean,daily_sunrise,daily_sunset,daily_daylight_duration,daily_sunshine_duration,daily_uv_index_max,daily_uv_index_clear_sky_max,daily_precipitation_sum,daily_rain_sum,daily_showers_sum,daily_snowfall_sum,daily_precipitation_hours,daily_precipitation_probability_max,daily_precipitation_probability_mean,daily_precipitation_probability_min,daily_wind_speed_10m_max,daily_wind_gusts_10m_max,daily_wind_direction_10m_dominant,daily_shortwave_radiation_sum,daily_et0_fao_evapotranspiration
1,Altus Air Force Base,,34.66638888888889,-99.26805555555556,act,xlsx,,2026-03-03,3,86.0,46.7,63.2,83.9,42.7,58.9,2026-03-03T07:03,2026-03-03T18:34,41481.94,38016.31,6.1,6.1,0.0,0.0,0.0,0.0,0.0,13,1,0,33.5,52.6,118,19.27,4.64
1,Altus Air Force Base,,34.66638888888889,-99.26805555555556,act,xlsx,,2026-03-04,51,61.4,46.9,53.5,57.9,42.2,48.4,2026-03-04T07:01,2026-03-04T18:35,41609.58,13687.09,5.8,6.1,0.05,0.05,0.0,0.0,1.0,26,7,0,28.4,48.6,13,11.7,2.14
1,Altus Air Force Base,,34.66638888888889,-99.26805555555556,act,xlsx,,2026-03-05,81,79.7,46.7,63.8,75.3,43.8,60.2,2026-03-05T07:00,2026-03-05T18:36,41738.09,36271.04,6.2,6.2,13.4,2.8,10.6,0.0,9.0,80,40,20,48.7,73.8,162,16.43,3.55
1,Altus Air Force Base,,34.66638888888889,-99.26805555555556,act,xlsx,,2026-03-06,80,84.0,62.9,70.4,72.7,54.3,62.7,2026-03-06T06:59,2026-03-06T18:37,41867.37,38512.32,6.35,6.35,2.2,0.4,1.8,0.0,4.0,80,26,15,40.0,69.8,190,19.81,6.03
1,Altus Air Force Base,,34.66638888888889,-99.26805555555556,act,xlsx,,2026-03-07,3,61.9,49.1,56.4,53.8,36.0,46.5,2026-03-07T06:58,2026-03-07T18:38,41997.34,38391.78,4.95,6.25,0.0,0.0,0.0,0.0,0.0,20,16,11,34.9,60.8,33,14.39,4.31
1,Altus Air Force Base,,34.66638888888889,-99.26805555555556,act,xlsx,,2026-03-08,3,72.4,47.7,60.0,66.2,42.5,55.1,2026-03-08T06:56,2026-03-08T18:38,42127.89,39193.41,5.55,5.95,0.0,0.0,0.0,0.0,0.0,20,8,4,20.9,45.7,209,19.03,4.05
1,Altus Air Force Base,,34.66638888888889,-99.26805555555556,act,xlsx,,2026-03-09,3,83.6,58.4,70.5,78.9,57.0,67.2,2026-03-09T06:55,2026-03-09T18:39,42258.94,39326.93,5.95,5.95,0.0,0.0,0.0,0.0,0.0,26,16,8,34.5,56.9,202,20.1,5.15
2,Joint Base Anacostia-Bolling,,38.84277777777778,-77.01611111111112,act,xlsx,,2026-03-03,73,44.4,32.0,36.8,38.6,26.5,31.8,2026-03-03T06:37,2026-03-03T18:02,41139.56,0.0,2.05,5.0,4.6,3.8,0.0,0.56,11.0,62,26,4,15.5,36.0,175,3.82,0.45
2,Joint Base Anacostia-Bolling,,38.84277777777778,-77.01611111111112,act,xlsx,,2026-03-04,51,52.1,44.3,48.3,49.1,38.4,44.6,2026-03-04T06:35,2026-03-04T18:03,41288.3,0.0,2.65,5.15,1.1,1.1,0.0,0.0,5.0,60,28,12,21.9,49.7,160,2.67,0.5
2,Joint Base Anacostia-Bolling,,38.84277777777778,-77.01611111111112,act,xlsx,,2026-03-05,53,74.5,46.0,59.4,74.2,43.8,58.6,2026-03-05T06:34,2026-03-05T18:04,41438.04,38319.3,5.35,5.35,1.5,0.0,1.5,0.0,3.0,60,36,21,14.6,47.5,208,16.97,2.93
2,Joint Base Anacostia-Bolling,,38.84277777777778,-77.01611111111112,act,xlsx,,2026-03-06,55,76.1,50.3,63.2,78.3,45.4,63.7,2026-03-06T06:32,2026-03-06T18:05,41588.67,35584.46,5.25,5.45,4.4,0.0,4.4,0.0,7.0,37,19,10,17.3,35.6,114,14.91,2.67
2,Joint Base Anacostia-Bolling,,38.84277777777778,-77.01611111111112,act,xlsx,,2026-03-07,53,74.9,47.7,59.1,76.0,43.4,57.3,2026-03-07T06:31,2026-03-07T18:06,41740.09,29432.44,4.5,5.55,2.0,0.0,2.0,0.0,4.0,44,19,6,19.0,58.0,162,10.79,2.13
2,Joint Base Anacostia-Bolling,,38.84277777777778,-77.01611111111112,act,xlsx,,2026-03-08,55,69.5,57.4,63.1,68.5,51.6,61.0,2026-03-08T06:29,2026-03-08T18:07,41892.17,38528.91,5.3,5.3,1.3,0.1,1.2,0.0,2.0,44,24,13,16.8,53.3,271,17.6,3.3
2,Joint Base Anacostia-Bolling,,38.84277777777778,-77.01611111111112,act,xlsx,,2026-03-09,51,73.6,56.8,64.2,73.1,56.2,64.5,2026-03-09T06:28,2026-03-09T18:08,42044.82,38246.03,4.65,5.1,0.6,0.6,0.0,0.0,3.0,25,22,17,13.5,31.3,207,13.4,2.51
3,Joint Base Andrews-Naval Air Facility Washington,,38.81083333333333,-76.86694444444444,act,xlsx,,2026-03-03,73,43.8,30.5,36.0,37.1,24.4,30.5,2026-03-03T06:36,2026-03-03T18:02,41141.59,0.0,2.1,5.0,4.1,3.4,0.0,0.49,11.0,68,25,3,18.1,37.8,169,4.05,0.44
3,Joint Base Andrews-Naval Air Facility Washington,,38.81083333333333,-76.86694444444444,act,xlsx,,2026-03-04,51,50.5,44.9,47.9,48.3,36.9,43.2,2026-03-04T06:35,2026-03-04T18:03,41290.2,0.0,3.8,5.2,0.78,0.78,0.0,0.0,4.0,51,27,12,24.8,52.9,200,2.85,0.51
3,Joint Base Andrews-Naval Air Facility Washington,,38.81083333333333,-76.86694444444444,act,xlsx,,2026-03-05,53,73.6,45.8,58.7,73.3,42.7,57.6,2026-03-05T06:33,2026-03-05T18:04,41439.82,38310.92,5.35,5.35,1.3,0.0,1.3,0.0,3.0,52,31,17,14.7,53.3,201,16.98,2.88
3,Joint Base Andrews-Naval Air Facility Washington,,38.81083333333333,-76.86694444444444,act,xlsx,,2026-03-06,55,75.4,47.7,62.1,77.3,42.4,62.2,2026-03-06T06:32,2026-03-06T18:05,41590.32,38374.57,5.25,5.45,4.0,0.0,4.0,0.0,7.0,31,15,7,16.9,43.6,132,15.81,2.78
3,Joint Base Andrews-Naval Air Facility Washington,,38.81083333333333,-76.86694444444444,act,xlsx,,2026-03-07,53,74.1,45.7,57.8,74.5,41.0,55.7,2026-03-07T06:30,2026-03-07T18:06,41741.6,29394.69,4.6,5.55,1.0,0.0,1.0,0.0,4.0,39,16,4,20.0,61.2,165,11.29,2.17
3,Joint Base Andrews-Naval Air Facility Washington,,38.81083333333333,-76.86694444444444,act,xlsx,,2026-03-08,53,68.5,55.9,61.3,67.0,50.3,58.9,2026-03-08T06:29,2026-03-08T18:07,41893.56,38500.79,5.25,5.3,1.6,0.4,1.2,0.0,5.0,39,22,11,17.7,55.1,275,17.61,3.18
3,Joint Base Andrews-Naval Air Facility Washington,,38.81083333333333,-76.86694444444444,act,xlsx,,2026-03-09,51,72.2,55.4,62.7,71.7,54.2,62.8,2026-03-09T06:27,2026-03-09T18:08,42046.07,38178.12,4.65,5.1,0.6,0.6,0.0,0.0,3.0,24,21,15,13.5,37.4,207,13.55,2.44
4,Arnold Air Force Base,,35.3925,-86.08583333333333,act,xlsx,,2026-03-03,3,68.6,54.4,61.0,64.2,48.9,55.8,2026-03-03T06:10,2026-03-03T17:41,41425.6,33738.36,5.5,5.55,0.0,0.0,0.0,0.0,0.0,1,1,0,25.2,59.8,166,16.47,3.61
4,Arnold Air Force Base,,35.3925,-86.08583333333333,act,xlsx,,2026-03-04,3,74.4,57.5,64.7,72.9,54.4,62.4,2026-03-04T06:09,2026-03-04T17:42,41556.77,29388.04,5.3,5.7,0.0,0.0,0.0,0.0,0.0,3,1,1,20.1,38.9,185,15.77,3.39
4,Arnold Air Force Base,,35.3925,-86.08583333333333,act,xlsx,,2026-03-05,3,73.4,57.5,64.1,70.6,55.5,62.0,2026-03-05T06:08,2026-03-05T17:43,41688.83,37498.11,5.05,5.85,0.0,0.0,0.0,0.0,0.0,6,4,1,24.1,46.4,188,16.38,3.22
4,Arnold Air Force Base,,35.3925,-86.08583333333333,act,xlsx,,2026-03-06,53,76.2,58.3,66.1,75.2,57.8,65.7,2026-03-06T06:07,2026-03-06T17:44,41821.69,35675.61,5.55,5.9,1.0,0.0,1.0,0.0,3.0,23,10,2,23.5,41.8,171,16.37,3.12
4,Arnold Air Force Base,,35.3925,-86.08583333333333,act,xlsx,,2026-03-07,81,76.3,59.4,65.8,74.4,59.6,65.3,2026-03-07T06:05,2026-03-07T17:44,41955.23,34007.32,6.0,6.0,10.0,7.8,2.2,0.0,5.0,74,41,12,26.6,49.0,201,16.77,3.09
4,Arnold Air Force Base,,35.3925,-86.08583333333333,act,xlsx,,2026-03-08,51,71.6,55.7,61.7,70.6,56.5,62.5,2026-03-08T06:04,2026-03-08T17:45,42089.39,24392.62,3.65,5.5,0.3,0.3,0.0,0.0,3.0,59,48,41,14.7,28.1,202,9.14,1.65
4,Arnold Air Force Base,,35.3925,-86.08583333333333,act,xlsx,,2026-03-09,45,67.9,58.4,61.6,65.9,57.5,61.1,2026-03-09T06:02,2026-03-09T17:46,42224.05,35264.04,3.15,5.35,0.0,0.0,0.0,0.0,0.0,50,41,29,23.2,43.6,201,8.84,1.47
5,Barksdale Air Force Base,,32.50194444444445,-93.66277777777778,act,xlsx,,2026-03-03,3,79.2,60.3,69.3,77.4,60.2,68.7,2026-03-03T06:39,2026-03-03T18:13,41642.82,12892.94,6.35,6.35,0.0,0.0,0.0,0.0,0.0,0,0,0,23.8,39.6,172,8.35,2.58
5,Barksdale Air Force Base,,32.50194444444445,-93.66277777777778,act,xlsx,,2026-03-04,3,82.2,62.6,71.8,81.7,64.0,72.0,2026-03-04T06:38,2026-03-04T18:14,41760.42,21639.19,6.4,6.4,0.0,0.0,0.0,0.0,0.0,10,2,0,21.7,32.4,179,12.34,3.24
5,Barksdale Air Force Base,,32.50194444444445,-93.66277777777778,act,xlsx,,2026-03-05,3,85.6,64.4,74.4,83.6,65.3,73.6,2026-03-05T06:37,2026-03-05T18:15,41878.82,38191.48,6.0,6.5,0.0,0.0,0.0,0.0,0.0,10,4,1,18.2,41.0,177,18.05,4.9
5,Barksdale Air Force Base,,32.50194444444445,-93.66277777777778,act,xlsx,,2026-03-06,3,87.1,66.8,76.2,85.0,67.9,75.6,2026-03-06T06:35,2026-03-06T18:15,41997.94,36055.52,6.6,6.6,0.0,0.0,0.0,0.0,0.0,28,9,1,23.8,48.2,170,18.22,5.28
5,Barksdale Air Force Base,,32.50194444444445,-93.66277777777778,act,xlsx,,2026-03-07,81,80.9,67.7,73.1,84.5,71.2,76.1,2026-03-07T06:34,2026-03-07T18:16,42117.7,30231.64,3.45,6.6,21.0,11.9,9.1,0.0,10.0,71,58,28,16.2,46.1,176,8.59,2.16
5,Barksdale Air Force Base,,32.50194444444445,-93.66277777777778,act,xlsx,,2026-03-08,81,68.4,64.1,66.9,73.6,65.5,71.0,2026-03-08T06:33,2026-03-08T18:17,42238.0,19889.1,2.7,6.1,16.7,6.6,10.1,0.0,16.0,58,50,27,12.6,19.1,139,6.05,1.11
5,Barksdale Air Force Base,,32.50194444444445,-93.66277777777778,act,xlsx,,2026-03-09,3,82.6,66.0,73.0,84.5,69.1,75.6,2026-03-09T06:32,2026-03-09T18:18,42358.76,39739.43,6.2,6.2,0.0,0.0,0.0,0.0,0.0,29,24,18,16.0,41.0,195,19.88,4.05
6,Beale Air Force Base,,39.13611111111111,-121.4363888888889,act,xlsx,,2026-03-03,3,68.0,44.4,55.6,67.0,41.9,53.4,2026-03-03T06:34,2026-03-03T18:00,41131.43,37131.73,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0,0,0,10.7,15.5,161,18.12,2.83
6,Beale Air Force Base,,39.13611111111111,-121.4363888888889,act,xlsx,,2026-03-04,3,64.2,46.4,54.8,59.0,41.2,49.9,2026-03-04T06:33,2026-03-04T18:01,41282.0,36000.0,5.2,5.25,0.0,0.0,0.0,0.0,0.0,14,6,0,22.7,31.3,351,15.94,2.84
6,Beale Air Force Base,,39.13611111111111,-121.4363888888889,act,xlsx,,2026-03-05,0,62.4,40.2,50.3,56.4,35.4,44.9,2026-03-05T06:31,2026-03-05T18:02,41433.56,38185.63,5.3,5.3,0.0,0.0,0.0,0.0,0.0,0,0,0,22.3,33.8,335,18.83,2.86
6,Beale Air Force Base,,39.13611111111111,-121.4363888888889,act,xlsx,,2026-03-06,3,64.8,40.0,51.4,61.7,34.0,45.3,2026-03-06T06:30,2026-03-06T18:03,41586.01,38250.23,5.25,5.25,0.0,0.0,0.0,0.0,0.0,0,0,0,25.5,40.3,349,18.97,3.33
6,Beale Air Force Base,,39.13611111111111,-121.4363888888889,act,xlsx,,2026-03-07,2,66.0,42.6,53.5,62.5,35.9,48.1,2026-03-07T06:28,2026-03-07T18:04,41739.23,38349.33,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0,0,0,17.4,34.2,2,19.31,3.53
6,Beale Air Force Base,,39.13611111111111,-121.4363888888889,act,xlsx,,2026-03-08,3,71.2,44.4,56.3,71.2,38.5,53.1,2026-03-08T06:27,2026-03-08T18:05,41893.12,38416.93,5.2,5.2,0.0,0.0,0.0,0.0,0.0,0,0,0,11.2,12.6,39,18.65,3.32
6,Beale Air Force Base,,39.13611111111111,-121.4363888888889,act,xlsx,,2026-03-09,2,70.6,48.9,58.2,70.6,43.9,55.3,2026-03-09T06:25,2026-03-09T18:06,42047.57,38481.1,5.25,5.25,0.0,0.0,0.0,0.0,0.0,0,0,0,13.8,34.6,115,19.02,3.35
7,Cannon Air Force Base,,34.382777777777775,-103.32222222222222,act,xlsx,,2026-03-03,3,79.5,46.9,61.8,70.1,39.4,53.1,2026-03-03T06:19,2026-03-03T17:50,41507.95,38558.98,6.4,6.4,0.0,0.0,0.0,0.0,0.0,0,0,0,28.1,47.5,277,21.38,6.08
7,Cannon Air Force Base,,34.382777777777775,-103.32222222222222,act,xlsx,,2026-03-04,3,68.5,38.7,52.4,64.8,31.2,45.5,2026-03-04T06:17,2026-03-04T17:51,41634.33,36571.82,6.45,6.45,0.0,0.0,0.0,0.0,0.0,1,0,0,25.1,44.6,58,20.68,4.01
7,Cannon Air Force Base,,34.382777777777775,-103.32222222222222,act,xlsx,,2026-03-05,3,77.7,45.3,61.9,63.8,40.8,50.9,2026-03-05T06:16,2026-03-05T17:52,41761.57,38126.76,6.05,6.55,0.0,0.0,0.0,0.0,0.0,10,4,1,48.0,64.4,207,19.17,6.97
7,Cannon Air Force Base,,34.382777777777775,-103.32222222222222,act,xlsx,,2026-03-06,3,64.8,45.3,53.0,50.6,35.0,40.9,2026-03-06T06:15,2026-03-06T17:53,41889.57,38736.31,6.5,6.5,0.0,0.0,0.0,0.0,0.0,1,0,0,42.9,60.5,269,22.04,5.83
7,Cannon Air Force Base,,34.382777777777775,-103.32222222222222,act,xlsx,,2026-03-07,3,58.9,37.2,47.5,48.7,24.6,36.5,2026-03-07T06:14,2026-03-07T17:54,42018.24,38433.54,5.3,6.55,0.0,0.0,0.0,0.0,0.0,5,4,1,36.2,54.4,59,16.99,4.15
7,Cannon Air Force Base,,34.382777777777775,-103.32222222222222,act,xlsx,,2026-03-08,3,72.6,34.9,53.9,64.5,29.4,46.4,2026-03-08T06:12,2026-03-08T17:55,42147.49,37669.76,6.3,6.3,0.0,0.0,0.0,0.0,0.0,5,4,2,22.6,49.7,227,18.82,4.53
7,Cannon Air Force Base,,34.382777777777775,-103.32222222222222,act,xlsx,,2026-03-09,3,80.9,48.5,63.2,70.4,44.5,56.3,2026-03-09T06:11,2026-03-09T17:56,42277.22,39346.31,6.2,6.4,0.0,0.0,0.0,0.0,0.0,22,12,5,28.4,49.7,244,20.91,5.56
8,Joint Base Charleston,,32.89861111111111,-80.04055555555556,act,xlsx,,2026-03-03,45,68.0,52.1,58.4,67.7,48.9,56.9,2026-03-03T06:45,2026-03-03T18:18,41608.56,22683.64,6.15,6.15,0.0,0.0,0.0,0.0,0.0,1,1,0,13.4,32.8,44,12.71,2.13
8,Joint Base Charleston,,32.89861111111111,-80.04055555555556,act,xlsx,,2026-03-04,45,76.3,55.8,63.1,78.5,56.1,64.4,2026-03-04T06:44,2026-03-04T18:19,41727.95,26948.19,6.25,6.25,0.0,0.0,0.0,0.0,0.0,1,1,0,15.1,20.5,164,16.59,3.03
8,Joint Base Charleston,,32.89861111111111,-80.04055555555556,act,xlsx,,2026-03-05,45,78.5,56.9,67.4,79.0,57.4,68.2,2026-03-05T06:42,2026-03-05T18:20,41848.16,38964.27,6.4,6.4,0.0,0.0,0.0,0.0,0.0,2,1,0,15.9,24.1,171,20.3,4.01
8,Joint Base Charleston,,32.89861111111111,-80.04055555555556,act,xlsx,,2026-03-06,51,80.3,63.7,70.4,82.4,66.5,72.2,2026-03-06T06:41,2026-03-06T18:21,41969.09,39087.96,6.5,6.5,0.6,0.0,0.7,0.0,4.0,9,5,1,14.8,28.8,173,20.02,3.96
8,Joint Base Charleston,,32.89861111111111,-80.04055555555556,act,xlsx,,2026-03-07,2,79.2,62.8,69.7,80.7,65.3,71.0,2026-03-07T06:40,2026-03-07T18:21,42090.68,39212.16,6.55,6.55,0.0,0.0,0.0,0.0,0.0,12,5,2,15.9,32.4,172,20.56,4.07
8,Joint Base Charleston,,32.89861111111111,-80.04055555555556,act,xlsx,,2026-03-08,3,81.2,61.6,69.9,81.2,62.0,69.7,2026-03-08T06:39,2026-03-08T18:22,42212.83,39401.73,6.05,6.2,0.0,0.0,0.0,0.0,0.0,25,12,3,16.8,38.2,191,19.79,4.27
8,Joint Base Charleston,,32.89861111111111,-80.04055555555556,act,xlsx,,2026-03-09,51,81.5,63.8,69.5,83.6,65.4,70.3,2026-03-09T06:37,2026-03-09T18:23,42335.44,38534.84,6.05,6.2,0.6,0.0,0.6,0.0,6.0,28,15,9,16.3,43.2,200,17.46,3.59
9,Columbus Air Force Base,,33.64388888888889,-88.44388888888889,act,xlsx,,2026-03-03,3,74.0,57.4,65.3,71.5,56.1,63.6,2026-03-03T06:19,2026-03-03T17:51,41557.83,15199.04,3.65,6.0,0.0,0.0,0.0,0.0,0.0,1,0,0,23.4,38.5,164,9.89,2.44
9,Columbus Air Force Base,,33.64388888888889,-88.44388888888889,act,xlsx,,2026-03-04,45,77.6,59.6,66.9,77.6,60.1,67.5,2026-03-04T06:18,2026-03-04T17:52,41680.73,18000.0,5.95,6.15,0.0,0.0,0.0,0.0,0.0,3,1,1,17.8,28.8,169,11.17,2.42
9,Columbus Air Force Base,,33.64388888888889,-88.44388888888889,act,xlsx,,2026-03-05,3,80.1,59.6,68.4,79.1,58.9,68.1,2026-03-05T06:16,2026-03-05T17:53,41804.46,38098.23,6.15,6.25,0.0,0.0,0.0,0.0,0.0,3,1,1,18.0,39.2,172,18.89,3.84
9,Columbus Air Force Base,,33.64388888888889,-88.44388888888889,act,xlsx,,2026-03-06,51,84.0,63.0,71.1,82.5,64.4,71.7,2026-03-06T06:15,2026-03-06T17:54,41928.95,30192.05,5.55,6.3,0.5,0.0,0.6,0.0,2.0,34,13,1,21.6,52.6,167,13.78,3.24
9,Columbus Air Force Base,,33.64388888888889,-88.44388888888889,act,xlsx,,2026-03-07,81,78.7,63.3,68.4,81.4,62.7,70.0,2026-03-07T06:14,2026-03-07T17:55,42054.09,28682.07,4.2,6.35,21.4,8.6,12.8,0.0,11.0,69,39,10,19.5,51.1,189,9.36,2.01
9,Columbus Air Force Base,,33.64388888888889,-88.44388888888889,act,xlsx,,2026-03-08,53,70.6,62.5,65.4,72.3,65.1,68.4,2026-03-08T06:13,2026-03-08T17:55,42179.8,8378.82,2.3,5.85,5.1,1.2,3.9,0.0,15.0,69,52,40,15.5,32.0,202,3.69,0.8
9,Columbus Air Force Base,,33.64388888888889,-88.44388888888889,act,xlsx,,2026-03-09,80,70.9,62.3,65.9,73.5,64.0,68.2,2026-03-09T06:11,2026-03-09T17:56,42306.0,12034.57,2.0,5.9,5.4,4.5,0.9,0.0,6.0,50,39,24,15.3,36.0,199,4.37,0.88
10,Creech Air Force Base,,36.58722222222222,-115.67333333333332,act,xlsx,,2026-03-03,0,70.1,45.9,58.1,64.7,40.7,52.1,2026-03-03T06:09,2026-03-03T17:38,41342.77,37849.37,6.2,6.2,0.0,0.0,0.0,0.0,0.0,0,0,0,10.6,14.8,289,20.35,3.92
10,Creech Air Force Base,,36.58722222222222,-115.67333333333332,act,xlsx,,2026-03-04,3,73.2,48.2,59.6,68.5,42.3,53.1,2026-03-04T06:08,2026-03-04T17:39,41479.95,35528.47,6.2,6.25,0.0,0.0,0.0,0.0,0.0,3,0,0,14.4,27.4,156,19.58,4.17
10,Creech Air Force Base,,36.58722222222222,-115.67333333333332,act,xlsx,,2026-03-05,3,58.1,46.7,51.9,43.9,36.8,40.3,2026-03-05T06:07,2026-03-05T17:40,41618.03,38272.47,6.1,6.1,0.0,0.0,0.0,0.0,0.0,3,2,0,38.3,47.2,322,20.57,5.0
10,Creech Air Force Base,,36.58722222222222,-115.67333333333332,act,xlsx,,2026-03-06,51,53.8,42.4,48.2,47.3,34.0,39.3,2026-03-06T06:05,2026-03-06T17:41,41756.93,38044.26,5.6,5.95,0.1,0.0,0.1,0.0,1.0,0,0,0,26.4,36.4,336,18.6,3.96
10,Creech Air Force Base,,36.58722222222222,-115.67333333333332,act,xlsx,,2026-03-07,0,63.9,41.1,52.6,49.2,33.0,41.1,2026-03-07T06:04,2026-03-07T17:42,41896.54,38738.18,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,41.8,62.3,49,20.82,5.3
10,Creech Air Force Base,,36.58722222222222,-115.67333333333332,act,xlsx,,2026-03-08,2,70.9,46.1,57.8,63.6,40.6,51.8,2026-03-08T06:03,2026-03-08T17:43,42036.77,39017.89,6.05,6.05,0.0,0.0,0.0,0.0,0.0,0,0,0,14.6,23.0,34,20.82,3.92
10,Creech Air Force Base,,36.58722222222222,-115.67333333333332,act,xlsx,,2026-03-09,3,72.9,54.1,63.2,65.4,49.1,56.9,2026-03-09T06:01,2026-03-09T17:44,42177.52,39161.68,6.05,6.05,0.0,0.0,0.0,0.0,0.0,2,1,0,27.5,21.6,112,19.82,4.67
11,Davis–Monthan Air Force Base,,32.16638888888889,-110.88305555555554,act,xlsx,,2026-03-03,0,84.3,56.8,69.9,77.1,49.4,62.4,2026-03-03T06:48,2026-03-03T18:22,41671.45,38801.15,6.9,6.9,0.0,0.0,0.0,0.0,0.0,0,0,0,21.6,36.0,242,21.84,6.19
11,Davis–Monthan Air Force Base,,32.16638888888889,-110.88305555555554,act,xlsx,,2026-03-04,3,82.2,52.3,66.4,76.9,44.1,58.9,2026-03-04T06:46,2026-03-04T18:23,41787.6,35336.26,6.3,6.9,0.0,0.0,0.0,0.0,0.0,0,0,0,18.1,25.6,203,21.82,5.93
11,Davis–Monthan Air Force Base,,32.16638888888889,-110.88305555555554,act,xlsx,,2026-03-05,3,77.5,53.4,65.1,66.2,45.4,54.7,2026-03-05T06:45,2026-03-05T18:24,41904.54,39018.33,6.95,6.95,0.0,0.0,0.0,0.0,0.0,0,0,0,39.0,36.7,257,22.29,7.4
11,Davis–Monthan Air Force Base,,32.16638888888889,-110.88305555555554,act,xlsx,,2026-03-06,0,66.0,50.5,58.4,58.4,42.7,50.2,2026-03-06T06:44,2026-03-06T18:24,42022.2,39092.22,6.85,6.85,0.0,0.0,0.0,0.0,0.0,0,0,0,20.9,29.2,316,23.17,5.29
11,Davis–Monthan Air Force Base,,32.16638888888889,-110.88305555555554,act,xlsx,,2026-03-07,3,76.6,54.5,65.1,67.2,44.9,55.8,2026-03-07T06:43,2026-03-07T18:25,42140.46,39166.99,6.85,6.85,0.0,0.0,0.0,0.0,0.0,14,7,0,26.6,37.1,135,22.19,6.79
11,Davis–Monthan Air Force Base,,32.16638888888889,-110.88305555555554,act,xlsx,,2026-03-08,3,84.3,62.7,71.7,75.2,53.3,63.6,2026-03-08T06:42,2026-03-08T18:26,42259.28,39518.81,6.6,6.7,0.0,0.0,0.0,0.0,0.0,18,12,7,28.6,47.9,125,21.31,7.15
11,Davis–Monthan Air Force Base,,32.16638888888889,-110.88305555555554,act,xlsx,,2026-03-09,3,79.6,59.2,69.0,75.3,55.8,63.3,2026-03-09T06:40,2026-03-09T18:27,42378.54,39685.22,6.7,6.75,0.0,0.0,0.0,0.0,0.0,29,22,18,36.2,35.6,232,21.22,5.97
12,Dover Air Force Base,,39.12833333333333,-75.46472222222222,act,xlsx,,2026-03-03,55,43.3,32.5,38.3,39.4,25.5,33.1,2026-03-03T06:31,2026-03-03T17:56,41114.11,0.0,1.35,4.9,3.6,3.6,0.0,0.0,10.0,53,22,1,15.5,30.2,114,1.92,0.33
12,Dover Air Force Base,,39.12833333333333,-75.46472222222222,act,xlsx,,2026-03-04,51,51.7,41.9,47.5,49.0,36.9,43.4,2026-03-04T06:29,2026-03-04T17:57,41264.46,0.0,3.85,5.15,0.5,0.5,0.0,0.0,2.0,41,23,9,24.8,43.2,209,2.87,0.48
12,Dover Air Force Base,,39.12833333333333,-75.46472222222222,act,xlsx,,2026-03-05,53,69.0,37.6,54.0,66.9,34.0,51.2,2026-03-05T06:28,2026-03-05T17:58,41415.81,36279.41,5.2,5.25,0.85,0.0,0.85,0.0,3.0,66,38,20,22.8,52.6,210,15.57,2.48
12,Dover Air Force Base,,39.12833333333333,-75.46472222222222,act,xlsx,,2026-03-06,55,65.8,41.0,52.9,67.5,32.4,48.7,2026-03-06T06:26,2026-03-06T17:59,41568.06,38015.46,5.25,5.35,2.1,0.0,2.1,0.0,3.0,44,20,4,27.3,38.2,134,15.85,2.09
12,Dover Air Force Base,,39.12833333333333,-75.46472222222222,act,xlsx,,2026-03-07,53,62.7,40.9,49.8,60.1,32.5,45.0,2026-03-07T06:25,2026-03-07T18:00,41721.1,22641.34,3.75,5.4,1.7,0.0,1.7,0.0,4.0,40,16,4,29.8,69.1,130,8.0,1.21
12,Dover Air Force Base,,39.12833333333333,-75.46472222222222,act,xlsx,,2026-03-08,53,62.4,49.0,57.0,58.3,43.0,51.9,2026-03-08T06:23,2026-03-08T18:01,41874.82,38181.6,5.25,5.25,1.2,0.3,0.9,0.0,5.0,40,24,14,28.5,67.0,274,17.7,2.99
12,Dover Air Force Base,,39.12833333333333,-75.46472222222222,act,xlsx,,2026-03-09,3,65.8,49.3,57.7,65.1,43.7,55.6,2026-03-09T06:22,2026-03-09T18:02,42029.11,35541.0,3.2,5.0,0.0,0.0,0.0,0.0,0.0,26,21,15,20.1,45.0,206,9.97,1.68
13,Dyess Air Force Base,,32.420833333333334,-99.85472222222222,act,xlsx,,2026-03-03,3,87.2,63.2,74.0,83.3,57.4,68.9,2026-03-03T07:04,2026-03-03T18:38,41649.54,37897.31,6.1,6.45,0.0,0.0,0.0,0.0,0.0,2,1,0,35.2,64.4,188,20.34,6.39
13,Dyess Air Force Base,,32.420833333333334,-99.85472222222222,act,xlsx,,2026-03-04,3,71.5,56.0,62.8,70.6,52.3,60.4,2026-03-04T07:02,2026-03-04T18:39,41766.71,14400.0,3.6,6.4,0.0,0.0,0.0,0.0,0.0,52,13,1,31.9,67.3,4,8.56,2.23
