OBJECTID,Site_Name,State,latitude,longitude,Operational_Status,Reporting_Component,Is_Joint_Base,date,daily_weather_code,daily_temperature_2m_max,daily_temperature_2m_min,daily_temperature_2m_mean,daily_apparent_temperature_max,daily_apparent_temperature_min,daily_apparent_temperature_mean,daily_sunrise,daily_sunset,daily_daylight_duration,daily_sunshine_duration,daily_uv_index_max,daily_uv_index_clear_sky_max,daily_precipitation_sum,daily_rain_sum,daily_showers_sum,daily_snowfall_sum,daily_precipitation_hours,daily_precipitation_probability_max,daily_precipitation_probability_mean,daily_precipitation_probability_min,daily_wind_speed_10m_max,daily_wind_gusts_10m_max,daily_wind_direction_10m_dominant,daily_shortwave_radiation_sum,daily_et0_fao_evapotranspiration
106,Jackson Air National Guard Base,,32.31111111111111,-90.07583333333334,act,xlsx,,2026-03-08,51,72.8,64.7,68.6,76.5,68.4,72.2,2026-03-08T06:18,2026-03-08T18:03,42247.29,28491.95,2.65,6.15,1.2,0.0,1.2,0.0,12.0,63,46,33,10.2,23.8,216,7.78,1.52
106,Jackson Air National Guard Base,,32.31111111111111,-90.07583333333334,act,xlsx,,2026-03-09,51,82.0,64.0,71.6,83.0,67.0,73.9,2026-03-09T06:17,2026-03-09T18:03,42367.18,39252.64,5.8,6.2,2.1,0.0,2.1,0.0,9.0,45,30,15,13.0,44.3,199,17.22,3.54
107,Jacksonville Air National Guard Base,,30.49416666666667,-81.68777777777778,act,xlsx,,2026-03-03,51,66.4,57.0,60.4,67.0,55.8,59.8,2026-03-03T06:50,2026-03-03T18:26,41782.79,7200.0,6.05,6.5,0.4,0.4,0.0,0.0,2.0,2,0,0,14.7,32.4,30,8.9,1.46
107,Jacksonville Air National Guard Base,,30.49416666666667,-81.68777777777778,act,xlsx,,2026-03-04,45,77.6,57.7,64.5,80.7,57.9,66.3,2026-03-04T06:49,2026-03-04T18:27,41891.38,28800.0,6.65,6.65,0.0,0.0,0.0,0.0,0.0,1,0,0,17.9,24.1,68,18.27,3.24
107,Jacksonville Air National Guard Base,,30.49416666666667,-81.68777777777778,act,xlsx,,2026-03-05,45,84.9,59.1,70.7,86.6,61.1,72.5,2026-03-05T06:48,2026-03-05T18:28,42000.71,38892.82,6.75,6.75,0.0,0.0,0.0,0.0,0.0,13,5,0,20.6,32.8,119,20.24,4.3
107,Jacksonville Air National Guard Base,,30.49416666666667,-81.68777777777778,act,xlsx,,2026-03-06,51,84.3,65.1,72.9,86.1,68.9,75.1,2026-03-06T06:46,2026-03-06T18:28,42110.72,38963.41,6.85,6.85,0.5,0.0,0.5,0.0,3.0,18,8,3,18.5,34.9,117,21.03,4.47
107,Jacksonville Air National Guard Base,,30.49416666666667,-81.68777777777778,act,xlsx,,2026-03-07,0,82.9,64.5,72.1,84.0,67.9,73.6,2026-03-07T06:45,2026-03-07T18:29,42221.33,39033.78,6.9,6.9,0.0,0.0,0.0,0.0,0.0,14,6,1,16.3,33.5,116,21.6,4.62
107,Jacksonville Air National Guard Base,,30.49416666666667,-81.68777777777778,act,xlsx,,2026-03-08,0,85.9,63.3,72.8,88.6,65.1,74.1,2026-03-08T06:44,2026-03-08T18:30,42332.45,39527.23,6.5,6.5,0.0,0.0,0.0,0.0,0.0,14,6,2,18.8,33.5,134,21.39,4.71
107,Jacksonville Air National Guard Base,,30.49416666666667,-81.68777777777778,act,xlsx,,2026-03-09,3,87.0,64.6,74.0,90.5,67.9,75.9,2026-03-09T06:43,2026-03-09T18:30,42443.99,39212.46,6.3,6.55,0.0,0.0,0.0,0.0,0.0,17,8,3,16.3,25.9,155,18.28,4.33
108,Jefferson Barracks Air National Guard Station,,38.50388888888889,-4.504444444444444,act,xlsx,,2026-03-03,3,64.9,48.7,55.7,58.6,43.3,49.3,2026-03-03T07:47,2026-03-03T19:12,41131.07,35991.33,5.1,5.2,0.0,0.0,0.0,0.0,0.0,0,0,0,25.4,54.0,77,17.69,3.57
108,Jefferson Barracks Air National Guard Station,,38.50388888888889,-4.504444444444444,act,xlsx,,2026-03-04,80,61.0,49.0,53.9,56.0,42.9,48.0,2026-03-04T07:45,2026-03-04T19:13,41277.79,19696.2,4.3,5.15,1.2,0.0,1.0,0.0,6.0,58,20,0,22.6,46.8,69,11.74,2.5
108,Jefferson Barracks Air National Guard Station,,38.50388888888889,-4.504444444444444,act,xlsx,,2026-03-05,95,54.0,43.4,48.8,50.2,40.5,46.0,2026-03-05T07:44,2026-03-05T19:14,41425.51,21650.85,0.65,4.85,7.3,3.3,4.2,0.0,7.0,63,18,0,13.4,29.9,270,8.44,1.25
108,Jefferson Barracks Air National Guard Station,,38.50388888888889,-4.504444444444444,act,xlsx,,2026-03-06,80,49.2,39.9,42.9,44.6,33.8,37.3,2026-03-06T07:42,2026-03-06T19:15,41574.14,9672.59,4.55,5.2,6.3,1.7,4.3,0.0,15.0,53,35,20,16.9,37.1,238,6.38,0.88
108,Jefferson Barracks Air National Guard Station,,38.50388888888889,-4.504444444444444,act,xlsx,,2026-03-07,80,44.9,39.0,42.5,41.1,35.3,38.5,2026-03-07T07:41,2026-03-07T19:16,41723.57,19431.78,4.85,5.2,7.0,5.1,2.0,0.0,15.0,48,30,19,15.1,30.6,188,7.46,0.9
108,Jefferson Barracks Air National Guard Station,,38.50388888888889,-4.504444444444444,act,xlsx,,2026-03-08,80,55.8,41.2,48.0,51.7,38.5,45.2,2026-03-08T07:39,2026-03-08T19:17,41873.7,38871.23,4.1,4.9,0.4,0.0,0.4,0.0,2.0,25,20,7,9.1,19.1,280,14.67,2.02
108,Jefferson Barracks Air National Guard Station,,38.50388888888889,-4.504444444444444,act,xlsx,,2026-03-09,45,61.2,37.4,49.8,57.8,33.2,46.5,2026-03-09T07:38,2026-03-09T19:18,42024.41,39125.92,3.9,4.95,0.0,0.0,0.0,0.0,0.0,19,8,0,9.0,18.7,146,17.16,2.57
109,Joe Foss Field Air National Guard Station,,43.581944444444446,-96.74194444444444,act,xlsx,,2026-03-03,3,47.3,33.8,39.5,44.2,28.7,34.6,2026-03-03T06:59,2026-03-03T18:18,40714.33,1754.99,4.45,4.65,0.0,0.0,0.0,0.0,0.0,6,0,0,13.3,27.4,126,7.84,0.95
109,Joe Foss Field Air National Guard Station,,43.581944444444446,-96.74194444444444,act,xlsx,,2026-03-04,45,48.2,35.7,41.3,42.8,31.1,36.2,2026-03-04T06:57,2026-03-04T18:19,40890.53,3600.0,4.7,4.7,0.0,0.0,0.0,0.0,0.0,1,0,0,17.0,32.0,177,6.27,0.77
109,Joe Foss Field Air National Guard Station,,43.581944444444446,-96.74194444444444,act,xlsx,,2026-03-05,51,65.3,38.0,51.7,55.7,32.1,44.2,2026-03-05T06:56,2026-03-05T18:20,41067.87,37699.98,4.85,4.85,0.1,0.0,0.1,0.0,1.0,42,10,0,28.3,60.8,150,16.14,3.35
109,Joe Foss Field Air National Guard Station,,43.581944444444446,-96.74194444444444,act,xlsx,,2026-03-06,55,75.9,38.8,57.3,69.7,25.4,50.7,2026-03-06T06:54,2026-03-06T18:21,41246.23,13944.36,3.55,4.85,8.1,0.7,7.4,0.0,16.0,72,61,42,47.1,84.2,167,5.87,2.2
109,Joe Foss Field Air National Guard Station,,43.581944444444446,-96.74194444444444,act,xlsx,,2026-03-07,71,51.1,29.3,39.9,41.1,15.1,28.1,2026-03-07T06:52,2026-03-07T18:23,41425.48,37814.67,4.85,4.85,0.1,0.0,0.0,0.07,1.0,53,9,0,36.5,65.5,276,16.74,2.74
109,Joe Foss Field Air National Guard Station,,43.581944444444446,-96.74194444444444,act,xlsx,,2026-03-08,3,59.4,42.2,50.0,49.2,31.4,40.6,2026-03-08T06:50,2026-03-08T18:24,41605.5,38294.66,3.8,4.6,0.0,0.0,0.0,0.0,0.0,5,3,0,27.5,72.0,248,13.09,3.47
109,Joe Foss Field Air National Guard Station,,43.581944444444446,-96.74194444444444,act,xlsx,,2026-03-09,3,67.0,43.9,53.4,56.5,37.5,45.4,2026-03-09T06:49,2026-03-09T18:25,41786.16,38471.66,4.05,4.7,0.0,0.0,0.0,0.0,0.0,5,4,2,28.8,61.9,276,14.37,3.59
110,Johnstown Air National Guard Station,,40.32305555555556,-6.313888888888889,act,xlsx,,2026-03-03,3,63.0,47.8,55.2,60.4,44.1,52.1,2026-03-03T07:55,2026-03-03T19:18,40972.13,37781.06,4.9,4.9,0.0,0.0,0.0,0.0,0.0,15,3,0,8.7,26.3,109,16.33,2.59
110,Johnstown Air National Guard Station,,40.32305555555556,-6.313888888888889,act,xlsx,,2026-03-04,3,64.2,44.4,53.6,61.8,40.4,50.4,2026-03-04T07:54,2026-03-04T19:19,41128.69,36522.7,4.75,4.95,0.0,0.0,0.0,0.0,0.0,55,8,0,8.4,22.7,321,17.05,2.71
110,Johnstown Air National Guard Station,,40.32305555555556,-6.313888888888889,act,xlsx,,2026-03-05,95,60.2,44.2,51.3,57.8,40.6,48.3,2026-03-05T07:52,2026-03-05T19:20,41286.33,20873.8,5.0,5.0,6.2,2.3,4.0,0.0,9.0,79,39,5,10.9,31.3,298,10.55,1.73
110,Johnstown Air National Guard Station,,40.32305555555556,-6.313888888888889,act,xlsx,,2026-03-06,61,48.7,42.1,45.4,43.7,37.8,40.6,2026-03-06T07:51,2026-03-06T19:21,41444.93,13781.91,3.35,4.85,5.6,5.3,0.1,0.0,22.0,58,48,31,12.6,35.3,344,7.17,1.15
110,Johnstown Air National Guard Station,,40.32305555555556,-6.313888888888889,act,xlsx,,2026-03-07,61,50.5,42.7,45.6,45.3,39.0,42.1,2026-03-07T07:49,2026-03-07T19:23,41604.38,29195.24,3.85,4.9,4.1,4.1,0.0,0.0,8.0,37,27,15,9.1,25.2,204,10.5,1.39
110,Johnstown Air National Guard Station,,40.32305555555556,-6.313888888888889,act,xlsx,,2026-03-08,61,48.1,41.6,44.4,45.6,38.3,41.6,2026-03-08T07:47,2026-03-08T19:24,41764.55,396.93,4.3,4.7,1.8,1.8,0.0,0.0,12.0,24,18,10,6.6,21.2,199,3.49,0.56
110,Johnstown Air National Guard Station,,40.32305555555556,-6.313888888888889,act,xlsx,,2026-03-09,45,51.7,42.6,47.1,45.1,39.6,42.8,2026-03-09T07:46,2026-03-09T19:25,41925.34,15655.57,4.05,4.7,0.0,0.0,0.0,0.0,0.0,43,25,18,17.9,48.2,153,9.28,1.33
111,Key Field Air National Guard Base,,32.3325,-88.75194444444445,act,xlsx,,2026-03-03,3,74.4,55.9,65.5,74.4,55.3,66.2,2026-03-03T06:19,2026-03-03T17:54,41655.61,5562.75,6.25,6.3,0.0,0.0,0.0,0.0,0.0,1,0,0,15.0,38.2,165,6.82,1.61
111,Key Field Air National Guard Base,,32.3325,-88.75194444444445,act,xlsx,,2026-03-04,3,77.9,59.3,67.2,79.4,59.5,68.5,2026-03-04T06:18,2026-03-04T17:54,41772.41,19589.83,6.4,6.4,0.0,0.0,0.0,0.0,0.0,2,1,0,12.5,24.1,167,11.69,2.46
111,Key Field Air National Guard Base,,32.3325,-88.75194444444445,act,xlsx,,2026-03-05,3,81.5,59.6,69.2,81.1,60.4,69.8,2026-03-05T06:17,2026-03-05T17:55,41890.02,37776.57,5.9,6.5,0.0,0.0,0.0,0.0,0.0,4,1,0,14.8,37.8,175,17.46,3.59
111,Key Field Air National Guard Base,,32.3325,-88.75194444444445,act,xlsx,,2026-03-06,3,84.8,63.6,71.8,84.9,65.7,72.9,2026-03-06T06:16,2026-03-06T17:56,42008.33,31101.68,6.6,6.6,0.0,0.0,0.0,0.0,0.0,47,15,1,18.4,42.1,167,15.83,3.74
111,Key Field Air National Guard Base,,32.3325,-88.75194444444445,act,xlsx,,2026-03-07,80,85.9,64.4,72.5,87.8,66.9,74.8,2026-03-07T06:14,2026-03-07T17:57,42127.28,27529.35,6.6,6.6,2.3,0.0,2.3,0.0,5.0,57,30,4,14.7,41.4,183,15.6,3.56
111,Key Field Air National Guard Base,,32.3325,-88.75194444444445,act,xlsx,,2026-03-08,3,82.2,62.9,70.5,84.3,66.0,73.5,2026-03-08T06:13,2026-03-08T17:57,42246.77,38863.42,5.8,6.15,0.0,0.0,0.0,0.0,0.0,61,42,26,13.1,22.0,203,17.9,3.53
111,Key Field Air National Guard Base,,32.3325,-88.75194444444445,act,xlsx,,2026-03-09,51,77.7,63.2,69.2,82.1,65.9,72.4,2026-03-09T06:12,2026-03-09T17:58,42366.71,32444.42,4.15,6.15,0.6,0.0,0.6,0.0,6.0,46,33,16,9.2,29.9,210,11.14,2.14
112,Kingsley Field Air National Guard Base,,42.15611111111111,-121.73305555555557,act,xlsx,,2026-03-03,45,57.0,26.9,40.6,51.8,21.1,35.4,2026-03-03T06:38,2026-03-03T17:59,40864.34,33531.45,4.75,5.2,0.0,0.0,0.0,0.0,0.0,2,0,0,16.0,23.0,256,16.95,2.36
112,Kingsley Field Air National Guard Base,,42.15611111111111,-121.73305555555557,act,xlsx,,2026-03-04,71,41.7,31.3,37.1,34.1,24.2,29.2,2026-03-04T06:36,2026-03-04T18:00,41031.95,22436.4,4.85,5.05,3.2,3.1,0.0,0.07,3.0,56,18,2,31.9,52.9,286,13.51,1.31
112,Kingsley Field Air National Guard Base,,42.15611111111111,-121.73305555555557,act,xlsx,,2026-03-05,3,43.2,30.0,35.3,35.5,23.4,27.7,2026-03-05T06:34,2026-03-05T18:01,41200.66,37925.42,5.15,5.15,0.05,0.03,0.0,0.02,1.0,5,1,0,23.0,31.3,289,17.97,1.97
112,Kingsley Field Air National Guard Base,,42.15611111111111,-121.73305555555557,act,xlsx,,2026-03-06,3,49.3,29.6,36.9,39.7,22.2,29.6,2026-03-06T06:33,2026-03-06T18:02,41370.33,38099.43,4.05,5.15,0.0,0.0,0.0,0.0,0.0,1,0,0,18.7,27.4,307,14.04,1.74
112,Kingsley Field Air National Guard Base,,42.15611111111111,-121.73305555555557,act,xlsx,,2026-03-07,3,53.8,32.9,42.3,49.2,27.8,37.8,2026-03-07T06:31,2026-03-07T18:03,41540.84,38232.47,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0,0,0,7.7,8.3,324,17.43,2.32
112,Kingsley Field Air National Guard Base,,42.15611111111111,-121.73305555555557,act,xlsx,,2026-03-08,3,62.1,39.3,49.0,58.8,35.2,45.2,2026-03-08T06:29,2026-03-08T18:05,41712.08,38305.09,5.1,5.1,0.0,0.0,0.0,0.0,0.0,0,0,0,9.7,11.2,317,16.99,2.6
112,Kingsley Field Air National Guard Base,,42.15611111111111,-121.73305555555557,act,xlsx,,2026-03-09,3,62.0,40.5,49.6,57.1,34.9,44.7,2026-03-09T06:28,2026-03-09T18:06,41883.94,38409.46,5.05,5.15,0.0,0.0,0.0,0.0,0.0,2,1,0,10.8,16.2,307,16.92,2.66
113,Lincoln Air National Guard Base,,40.85111111111111,-96.75916666666669,act,xlsx,,2026-03-03,3,52.6,38.7,43.9,47.1,33.1,39.0,2026-03-03T06:57,2026-03-03T18:20,40970.63,3892.98,5.0,5.1,0.0,0.0,0.0,0.0,0.0,3,0,0,17.8,31.7,67,8.54,1.33
113,Lincoln Air National Guard Base,,40.85111111111111,-96.75916666666669,act,xlsx,,2026-03-04,51,46.1,42.7,44.1,43.3,37.8,40.2,2026-03-04T06:55,2026-03-04T18:21,41130.5,0.0,4.95,5.15,0.4,0.4,0.0,0.0,1.0,13,3,1,12.3,23.8,66,2.77,0.53
113,Lincoln Air National Guard Base,,40.85111111111111,-96.75916666666669,act,xlsx,,2026-03-05,51,70.3,42.8,55.7,62.4,38.2,49.6,2026-03-05T06:54,2026-03-05T18:22,41291.44,38079.96,5.3,5.3,0.3,0.0,0.3,0.0,1.0,56,15,1,30.0,64.1,158,17.36,3.67
113,Lincoln Air National Guard Base,,40.85111111111111,-96.75916666666669,act,xlsx,,2026-03-06,81,74.8,46.7,64.7,66.4,32.8,56.4,2026-03-06T06:52,2026-03-06T18:23,41453.32,33665.72,5.5,5.5,5.0,0.1,4.9,0.0,6.0,89,65,49,43.5,74.2,196,16.2,4.53
113,Lincoln Air National Guard Base,,40.85111111111111,-96.75916666666669,act,xlsx,,2026-03-07,0,56.7,37.3,46.0,48.7,24.5,35.5,2026-03-07T06:51,2026-03-07T18:24,41616.01,38412.75,5.35,5.35,0.0,0.0,0.0,0.0,0.0,50,6,0,35.9,66.2,291,19.04,3.8
113,Lincoln Air National Guard Base,,40.85111111111111,-96.75916666666669,act,xlsx,,2026-03-08,3,71.1,43.2,55.5,59.6,32.4,45.8,2026-03-08T06:49,2026-03-08T18:25,41779.42,38596.75,4.9,4.9,0.0,0.0,0.0,0.0,0.0,2,1,0,29.5,61.9,227,19.12,4.86
113,Lincoln Air National Guard Base,,40.85111111111111,-96.75916666666669,act,xlsx,,2026-03-09,3,78.5,49.6,62.6,69.0,41.1,54.4,2026-03-09T06:47,2026-03-09T18:27,41943.42,38768.44,5.0,5.05,0.0,0.0,0.0,0.0,0.0,6,2,1,27.4,57.2,264,18.51,5.41
114,Louisville Air National Guard Base,,38.17805555555555,-85.72472222222223,act,xlsx,,2026-03-03,53,64.8,39.4,51.8,63.4,35.7,49.2,2026-03-03T07:11,2026-03-03T18:38,41194.75,8297.04,3.15,5.0,1.4,1.4,0.0,0.0,2.0,85,13,1,20.9,50.8,190,9.32,1.41
114,Louisville Air National Guard Base,,38.17805555555555,-85.72472222222223,act,xlsx,,2026-03-04,63,60.4,53.6,56.9,59.8,51.7,56.3,2026-03-04T07:10,2026-03-04T18:39,41340.02,0.0,3.1,5.1,16.2,16.2,0.0,0.0,11.0,57,32,11,26.0,42.5,139,4.81,0.77
114,Louisville Air National Guard Base,,38.17805555555555,-85.72472222222223,act,xlsx,,2026-03-05,81,66.2,55.8,60.7,65.1,54.4,59.9,2026-03-05T07:08,2026-03-05T18:40,41486.27,17582.93,2.85,5.2,7.52,4.1,3.42,0.0,13.0,73,60,41,21.0,51.5,201,5.77,1.1
114,Louisville Air National Guard Base,,38.17805555555555,-85.72472222222223,act,xlsx,,2026-03-06,53,76.8,57.1,66.5,76.7,56.9,66.8,2026-03-06T07:07,2026-03-06T18:41,41633.39,37263.9,5.45,5.45,1.2,0.0,1.2,0.0,4.0,41,20,10,18.4,51.8,191,17.67,3.33
114,Louisville Air National Guard Base,,38.17805555555555,-85.72472222222223,act,xlsx,,2026-03-07,55,68.8,57.5,64.9,68.0,54.8,64.1,2026-03-07T07:05,2026-03-07T18:42,41781.27,23975.84,2.9,5.45,4.5,0.9,3.6,0.0,9.0,82,50,10,22.8,58.7,222,6.24,1.47
114,Louisville Air National Guard Base,,38.17805555555555,-85.72472222222223,act,xlsx,,2026-03-08,51,61.2,50.0,55.7,59.2,47.5,53.6,2026-03-08T07:04,2026-03-08T18:43,41929.81,26667.69,3.45,5.1,0.3,0.3,0.0,0.0,3.0,21,19,14,10.6,32.0,229,8.55,1.55
114,Louisville Air National Guard Base,,38.17805555555555,-85.72472222222223,act,xlsx,,2026-03-09,51,67.4,59.6,63.9,66.7,60.0,63.4,2026-03-09T07:02,2026-03-09T18:44,42078.91,30197.43,2.5,4.9,0.1,0.0,0.1,0.0,1.0,25,21,14,20.6,54.0,221,7.53,1.55
115,Mansfield Lahm Air National Guard Base,,40.81361111111111,-82.51666666666667,act,xlsx,,2026-03-03,53,49.2,31.8,39.7,43.2,23.3,33.6,2026-03-03T07:00,2026-03-03T18:23,40966.61,0.0,2.75,4.6,1.5,1.5,0.0,0.0,8.0,44,18,1,20.3,44.6,181,4.63,0.59
115,Mansfield Lahm Air National Guard Base,,40.81361111111111,-82.51666666666667,act,xlsx,,2026-03-04,45,51.7,33.3,42.4,46.3,26.0,37.0,2026-03-04T06:58,2026-03-04T18:24,41126.27,22088.64,1.45,4.5,0.0,0.0,0.0,0.0,0.0,67,18,3,16.3,32.8,82,16.0,1.68
115,Mansfield Lahm Air National Guard Base,,40.81361111111111,-82.51666666666667,act,xlsx,,2026-03-05,81,57.8,47.2,53.9,54.0,41.0,50.2,2026-03-05T06:57,2026-03-05T18:25,41287.0,5608.0,0.85,4.45,41.02,36.12,4.9,0.0,19.0,86,78,63,22.9,52.9,214,1.36,0.36
115,Mansfield Lahm Air National Guard Base,,40.81361111111111,-82.51666666666667,act,xlsx,,2026-03-06,80,65.5,47.9,56.9,64.2,45.7,54.7,2026-03-06T06:55,2026-03-06T18:26,41448.67,26896.25,3.75,4.7,1.8,1.4,0.4,0.0,4.0,63,23,13,25.0,59.0,195,7.95,1.27
115,Mansfield Lahm Air National Guard Base,,40.81361111111111,-82.51666666666667,act,xlsx,,2026-03-07,53,66.5,46.2,61.2,61.5,37.2,55.3,2026-03-07T06:54,2026-03-07T18:27,41611.17,31580.02,3.2,5.05,1.5,0.7,0.8,0.0,7.0,73,47,13,35.4,68.8,229,9.36,2.07
115,Mansfield Lahm Air National Guard Base,,40.81361111111111,-82.51666666666667,act,xlsx,,2026-03-08,3,56.2,37.3,46.6,48.3,32.0,39.4,2026-03-08T06:52,2026-03-08T18:28,41774.38,38575.79,4.35,4.8,0.0,0.0,0.0,0.0,0.0,28,8,6,20.9,51.1,237,16.24,2.49
115,Mansfield Lahm Air National Guard Base,,40.81361111111111,-82.51666666666667,act,xlsx,,2026-03-09,3,60.5,47.3,53.6,55.2,41.8,48.6,2026-03-09T06:51,2026-03-09T18:30,41938.19,35735.2,2.1,4.35,0.0,0.0,0.0,0.0,0.0,16,11,6,31.7,66.2,219,7.2,1.17
116,March Joint Air Reserve Base,,33.88055555555555,-117.25944444444444,act,xlsx,,2026-03-03,3,76.8,42.9,58.6,73.6,39.1,55.5,2026-03-03T06:14,2026-03-03T17:47,41550.82,36256.96,6.35,6.35,0.0,0.0,0.0,0.0,0.0,0,0,0,16.5,25.9,311,20.59,3.95
116,March Joint Air Reserve Base,,33.88055555555555,-117.25944444444444,act,xlsx,,2026-03-04,3,73.5,46.6,58.2,71.7,43.5,55.8,2026-03-04T06:13,2026-03-04T17:47,41674.88,33720.65,6.3,6.35,0.0,0.0,0.0,0.0,0.0,1,0,0,20.9,30.6,303,20.23,3.7
116,March Joint Air Reserve Base,,33.88055555555555,-117.25944444444444,act,xlsx,,2026-03-05,45,69.0,50.1,59.8,55.9,48.1,52.3,2026-03-05T06:12,2026-03-05T17:48,41799.77,38829.59,6.25,6.25,0.0,0.0,0.0,0.0,0.0,1,0,0,40.1,42.8,349,21.73,5.1
116,March Joint Air Reserve Base,,33.88055555555555,-117.25944444444444,act,xlsx,,2026-03-06,51,69.1,50.6,59.2,65.9,44.5,52.3,2026-03-06T06:10,2026-03-06T17:49,41925.4,35921.32,6.1,6.1,0.1,0.0,0.1,0.0,1.0,1,0,0,27.0,29.5,78,19.8,4.51
116,March Joint Air Reserve Base,,33.88055555555555,-117.25944444444444,act,xlsx,,2026-03-07,3,68.5,53.9,60.3,61.4,44.7,52.3,2026-03-07T06:09,2026-03-07T17:50,42051.7,37219.86,4.45,6.05,0.0,0.0,0.0,0.0,0.0,6,2,0,16.6,34.2,25,12.48,4.02
116,March Joint Air Reserve Base,,33.88055555555555,-117.25944444444444,act,xlsx,,2026-03-08,3,73.0,53.6,61.4,64.6,48.4,55.6,2026-03-08T06:08,2026-03-08T17:51,42178.55,37250.95,4.3,5.9,0.0,0.0,0.0,0.0,0.0,6,5,4,32.3,29.9,109,14.67,3.98
116,March Joint Air Reserve Base,,33.88055555555555,-117.25944444444444,act,xlsx,,2026-03-09,3,69.5,52.6,59.1,68.5,50.8,56.0,2026-03-09T06:06,2026-03-09T17:51,42305.89,36984.73,5.85,5.85,0.0,0.0,0.0,0.0,0.0,6,5,4,25.8,17.3,257,18.26,3.46
117,McEntire Joint National Guard Base,,33.920833333333334,-80.80111111111111,act,xlsx,,2026-03-03,3,62.9,48.1,53.9,61.3,43.4,50.6,2026-03-03T06:48,2026-03-03T18:21,41532.3,22424.64,5.5,5.95,0.0,0.0,0.0,0.0,0.0,1,1,0,11.6,29.2,48,12.23,2.08
117,McEntire Joint National Guard Base,,33.920833333333334,-80.80111111111111,act,xlsx,,2026-03-04,45,73.4,47.9,59.4,74.2,45.0,58.9,2026-03-04T06:47,2026-03-04T18:21,41656.43,25975.35,6.15,6.15,0.0,0.0,0.0,0.0,0.0,2,1,0,13.0,16.6,196,16.88,2.93
117,McEntire Joint National Guard Base,,33.920833333333334,-80.80111111111111,act,xlsx,,2026-03-05,45,79.4,53.4,66.3,79.3,51.9,66.1,2026-03-05T06:46,2026-03-05T18:22,41781.42,38859.36,6.25,6.25,0.0,0.0,0.0,0.0,0.0,2,1,0,14.0,36.7,184,19.61,3.9
117,McEntire Joint National Guard Base,,33.920833333333334,-80.80111111111111,act,xlsx,,2026-03-06,53,80.5,62.0,70.9,82.6,64.4,72.5,2026-03-06T06:45,2026-03-06T18:23,41907.16,38988.15,5.95,6.35,0.6,0.0,0.6,0.0,1.0,16,8,1,13.7,36.7,187,17.14,3.65
117,McEntire Joint National Guard Base,,33.920833333333334,-80.80111111111111,act,xlsx,,2026-03-07,3,81.3,61.5,70.8,81.9,63.3,71.5,2026-03-07T06:43,2026-03-07T18:24,42033.57,39081.79,6.45,6.45,0.0,0.0,0.0,0.0,0.0,24,13,4,18.4,38.2,187,20.0,4.26
117,McEntire Joint National Guard Base,,33.920833333333334,-80.80111111111111,act,xlsx,,2026-03-08,51,81.3,62.2,71.1,82.6,62.1,71.5,2026-03-08T06:42,2026-03-08T18:25,42160.56,39161.5,5.8,6.05,0.9,0.0,0.9,0.0,3.0,42,22,10,16.3,39.2,210,17.29,3.91
117,McEntire Joint National Guard Base,,33.920833333333334,-80.80111111111111,act,xlsx,,2026-03-09,51,82.5,61.5,70.5,82.3,62.5,71.2,2026-03-09T06:41,2026-03-09T18:26,42288.04,39307.44,5.8,6.05,1.8,0.0,1.8,0.0,9.0,40,27,18,18.5,40.3,234,18.76,4.01
118,McGhee Tyson Air National Guard Base,,35.81083333333333,-83.99388888888889,act,xlsx,,2026-03-03,3,72.4,45.2,58.2,65.8,42.6,53.9,2026-03-03T07:02,2026-03-03T18:32,41387.01,34243.36,5.2,5.55,0.0,0.0,0.0,0.0,0.0,14,2,0,29.4,40.7,229,17.71,3.61
118,McGhee Tyson Air National Guard Base,,35.81083333333333,-83.99388888888889,act,xlsx,,2026-03-04,3,75.0,48.2,61.1,72.4,46.2,58.3,2026-03-04T07:01,2026-03-04T18:33,41520.21,25200.0,4.75,5.65,0.0,0.0,0.0,0.0,0.0,3,2,0,21.9,34.9,230,15.95,3.33
118,McGhee Tyson Air National Guard Base,,35.81083333333333,-83.99388888888889,act,xlsx,,2026-03-05,3,75.2,52.4,62.8,72.8,50.7,61.6,2026-03-05T07:00,2026-03-05T18:34,41654.32,35930.4,5.2,5.7,0.0,0.0,0.0,0.0,0.0,5,2,0,22.5,37.8,227,14.57,2.92
118,McGhee Tyson Air National Guard Base,,35.81083333333333,-83.99388888888889,act,xlsx,,2026-03-06,51,79.5,55.0,65.1,78.5,54.5,66.0,2026-03-06T06:58,2026-03-06T18:35,41789.25,37939.69,5.85,5.85,0.2,0.0,0.2,0.0,2.0,17,8,2,19.5,26.6,215,16.69,3.2
118,McGhee Tyson Air National Guard Base,,35.81083333333333,-83.99388888888889,act,xlsx,,2026-03-07,80,76.6,58.4,66.4,75.8,60.1,66.7,2026-03-07T06:57,2026-03-07T18:36,41924.88,38258.98,5.9,5.95,7.4,2.9,4.5,0.0,9.0,68,34,10,26.5,38.9,219,18.31,3.41
118,McGhee Tyson Air National Guard Base,,35.81083333333333,-83.99388888888889,act,xlsx,,2026-03-08,51,73.5,55.3,63.4,75.0,55.8,64.3,2026-03-08T06:56,2026-03-08T18:37,42061.12,38147.41,5.15,5.55,0.3,0.0,0.3,0.0,3.0,60,46,38,13.0,24.8,233,16.73,2.92
