base_name,date,cluster_id,latitude,longitude,daily_weather_code,daily_temperature_2m_max,daily_temperature_2m_min,daily_temperature_2m_mean,daily_apparent_temperature_max,daily_apparent_temperature_min,daily_apparent_temperature_mean,daily_daylight_duration,daily_sunshine_duration,daily_precipitation_sum,daily_rain_sum,daily_snowfall_sum,daily_precipitation_hours,daily_wind_speed_10m_max,daily_wind_gusts_10m_max,daily_wind_direction_10m_dominant,daily_shortwave_radiation_sum,daily_et0_fao_evapotranspiration,daily_relative_humidity_2m_max,daily_relative_humidity_2m_min,daily_surface_pressure_max,daily_surface_pressure_min,daily_cloud_cover_mean,daily_wind_speed_10m_mean,daily_wind_gusts_10m_mean
Hurlburt Field,2025-03-28,2,30.42777777777778,-86.68944444444445,3.0,77.59185028076172,54.15150833129883,65.39620971679688,73.96208953857422,50.32120132446289,62.48065185546875,44552.09765625,38748.1015625,0.003832549277895996,0.024896454496285025,0.0,0.024504531174898148,21.58669090270996,42.381431579589844,265.0319063572865,22.356229782104492,4.746190071105957,79.79182434082031,37.248172760009766,1019.8626708984375,1014.3989868164062,40.031089782714844,13.477425575256348,27.566884994506836
Hurlburt Field,2025-03-29,2,30.42777777777778,-86.68944444444445,3.0,77.4435806274414,55.150875091552734,65.02819061279297,74.10993957519531,50.85930633544922,62.116458892822266,44660.9765625,38650.11328125,0.0,0.04754129102644874,0.0,0.043788645416498184,22.734603881835938,41.02153396606445,275.35559263598026,22.038902282714844,4.823387622833252,78.70537567138672,36.79362106323242,1020.0709228515625,1014.361328125,36.52077102661133,14.487998962402344,26.529582977294922
Keesler Air Force Base,2025-03-23,2,30.411388888888887,-88.92361111111111,3.0,74.8323974609375,54.841453552246094,65.5794448852539,74.90978240966797,51.31768798828125,62.67082214355469,44000.7890625,40583.4921875,0.0,0.02280409077018483,0.0,-0.06193433701992035,18.722322463989258,38.565120697021484,231.09362929938206,22.93541717529297,4.325878620147705,88.33560943603516,46.26893615722656,1019.9757690429688,1015.931884765625,31.27231788635254,11.276689529418945,25.343852996826172
Keesler Air Force Base,2025-03-24,2,30.411388888888887,-88.92361111111111,3.0,77.07321166992188,54.82101821899414,65.91727447509766,74.90190887451172,51.546207427978516,62.17359161376953,44104.921875,40300.14453125,0.0,0.028213057063780102,0.0,-0.02642839215695858,21.278854370117188,42.919002532958984,241.4658068809173,22.352846145629883,4.412343978881836,86.15567016601562,44.269935607910156,1019.1769409179688,1014.0733032226562,39.33124923706055,14.61330795288086,28.39023208618164
Keesler Air Force Base,2025-03-25,2,30.411388888888887,-88.92361111111111,3.0,76.33631134033203,54.78400802612305,65.35346984863281,73.90819549560547,50.79143142700195,60.679813385009766,44215.76171875,40138.19140625,0.014358563858806628,0.03472426853950283,0.0,-0.015840329229831696,21.977975845336914,46.17903518676758,258.838124660591,22.434703826904297,4.5666728019714355,82.06220245361328,43.73613357543945,1018.7369384765625,1012.899658203125,35.56598663330078,14.956496238708496,31.3104305267334
Keesler Air Force Base,2025-03-26,2,30.411388888888887,-88.92361111111111,3.0,75.62256622314453,53.914154052734375,65.353759765625,73.08955383300781,49.86038589477539,61.49961853027344,44346.3671875,39541.21484375,0.0,0.012870152501340593,0.0,-0.008244260214269161,21.121938705444336,42.483524322509766,270.6768369688757,22.208087921142578,4.485665798187256,80.26470184326172,43.661930084228516,1018.7391357421875,1014.0430297851562,32.9452018737793,14.038304328918457,28.140663146972656
Keesler Air Force Base,2025-03-27,2,30.411388888888887,-88.92361111111111,3.0,75.95657348632812,54.758522033691406,65.45513916015625,73.61869049072266,49.967857360839844,62.29300308227539,44412.21875,39401.953125,0.009473141177467784,0.015728748310707707,0.0,0.01375793106853962,20.800458908081055,40.743858337402344,270.80667615597093,22.117218017578125,4.539939880371094,80.0776596069336,41.58030700683594,1019.8944091796875,1014.7440795898438,36.56464767456055,13.416688919067383,28.07545280456543
Keesler Air Force Base,2025-03-28,2,30.411388888888887,-88.92361111111111,3.0,76.23666381835938,55.03853225708008,65.02832794189453,73.39344787597656,49.047584533691406,62.26648712158203,44552.21875,38270.9453125,0.041274612085228896,0.02469376923884884,0.0,0.03337256610393524,22.25508689880371,40.20926284790039,276.6967889873471,21.654478073120117,4.61856746673584,80.42758178710938,42.43626403808594,1020.0801391601562,1014.9342651367188,40.22859191894531,13.626890182495117,26.52217674255371
Keesler Air Force Base,2025-03-29,2,30.411388888888887,-88.92361111111111,3.0,76.89152526855469,55.452823638916016,65.27742004394531,74.25833129882812,50.2620849609375,62.716392517089844,44661.234375,38697.3046875,0.0,0.06083184276728494,0.0,0.19912001490592957,22.55013656616211,38.177696228027344,285.4866430478212,21.686222076416016,4.670896530151367,79.5070571899414,42.34421920776367,1020.5977783203125,1014.6203002929688,36.53563690185547,13.688501358032227,25.741058349609375
Kegelman Air Force Auxiliary Field,2025-03-23,0,36.73805555555556,-98.1261111111111,3.0,74.99893188476562,48.401981353759766,60.724822998046875,65.89351654052734,42.2099609375,51.98197555541992,44072.41015625,37786.75390625,0.032122196751081744,0.031016597752282975,0.0,0.11457596719264984,27.586862564086914,52.91918182373047,167.13617608241736,19.96463966369629,5.4784135818481445,57.94244384765625,19.472728729248047,972.0202026367188,961.1514282226562,44.67087936401367,16.93604850769043,33.83522033691406
